name,set,collector_number,usd,usd_foil,eur,eur_foil,diff_abs,diff_pct,diff_abs_foil,diff_pct_foil
Forest,blb,280,0.24,0.55,0.24,0.48,0.00,0.00,-0.07,-12.73
Fury Sliver,tsp,157,0.44,3.72,0.19,1.41,-0.25,-56.82,-2.31,-62.10
Kor Outfitter,zen,21,0.10,2.05,0.23,2.30,0.13,130.00,0.25,12.20
Spirit,tmm2,5,0.11,,,,,,,
Siren Lookout,xln,78,0.08,0.20,0.06,0.22,-0.02,-25.00,0.02,10.00
Web,3ed,229,0.80,,0.79,,-0.01,-1.25,,
Wastewood Verge,pdft,268p,6.29,7.11,6.58,7.02,0.29,4.61,-0.09,-1.27
Surge of Brilliance,who,57,0.20,4.70,0.29,0.46,0.09,45.00,-4.24,-90.21
Obyra's Attendants // Desperate Parry,woe,63,0.03,0.16,0.09,0.14,0.06,200.00,-0.02,-12.50
Venerable Knight,eld,35,0.14,0.31,0.10,0.25,-0.04,-28.57,-0.06,-19.35
Wildcall,ugin,146,1.09,,7.02,,5.93,544.04,,
Fell Beast's Shriek // Fell Beast's Shriek,altc,18,0.20,,,,,,,
Mystic Skyfish,m21,326,0.06,,0.11,,0.05,83.33,,
Swamp,jmp,59,0.21,,0.49,,0.28,133.33,,
Swamp,tmp,340,0.46,,0.40,,-0.06,-13.04,,
Battlewing Mystic,dmu,43,0.08,0.07,0.05,0.07,-0.03,-37.50,0.00,0.00
Birds of Paradise,sld,176,11.79,11.97,10.72,10.15,-1.07,-9.08,-1.82,-15.20
Bronze Horse,me4,186,,,,,,,,
Wall of Vipers,pcy,80,0.17,0.50,0.11,1.55,-0.06,-35.29,1.05,210.00
Admiral Beckett Brass,plst,XLN-217,0.36,,0.31,,-0.05,-13.89,,
Ragged Playmate,dsk,150,0.04,0.14,0.09,0.16,0.05,125.00,0.02,14.29
Mulch,c15,191,0.15,,0.15,,0.00,0.00,,
Whiptongue Hydra,c18,36,0.98,,0.50,,-0.48,-48.98,,
Wall of Roots,f08,7,,4.96,,2.20,,,-2.76,-55.65
Pugnacious Hammerskull,plci,208p,0.42,0.90,0.47,0.74,0.05,11.90,-0.16,-17.78
War Historian,mom,214,0.02,0.02,0.02,0.04,0.00,0.00,0.02,100.00
Searing Blaze,plst,WWK-90,0.75,,,,,,,
Siren's Call,ced,78,2.18,,0.63,,-1.55,-71.10,,
Mystical Tutor,dmr,421,12.15,16.83,9.93,13.71,-2.22,-18.27,-3.12,-18.54
Essence Warden,prm,95481,,,,,,,,
Blood Operative,grn,63,0.13,0.40,0.13,0.33,0.00,0.00,-0.07,-17.50
Selvala's Enforcer,cns,40,0.14,,0.13,0.32,-0.01,-7.14,,
Coalstoke Gearhulk,pdft,198s,,1.41,,1.57,,,0.16,11.35
Fresh Meat,nph,109,0.24,0.98,0.26,1.23,0.02,8.33,0.25,25.51
Orzhov Guildgate,gtc,244,0.06,0.67,0.21,0.71,0.15,250.00,0.04,5.97
Mortify,ltc,269,0.15,,0.15,,0.00,0.00,,
Bird,totj,7,,,,,,,,
"Narset, Parter of Veils",sld,1141,18.79,19.98,15.73,18.91,-3.06,-16.29,-1.07,-5.36
Paradise Druid,woc,129,0.18,,0.22,,0.04,22.22,,
Run Away Together,woc,108,0.12,,0.06,,-0.06,-50.00,,
Sinew Sliver,tsr,44,0.41,1.87,0.18,1.02,-0.23,-56.10,-0.85,-45.45
Charge,dom,10,0.06,0.44,0.08,0.21,0.02,33.33,-0.23,-52.27
Island,eld,255,0.14,0.14,0.04,0.22,-0.10,-71.43,0.08,57.14
Novice Knight,m19,30,0.10,0.47,0.12,0.41,0.02,20.00,-0.06,-12.77
Fallen Askari,vis,59,0.16,,0.14,,-0.02,-12.50,,
Altar's Reap,plst,DDR-37,0.16,,0.12,,-0.04,-25.00,,
"Lavinia, Azorius Renegade",rvr,370,0.37,0.43,0.37,1.07,0.00,0.00,0.64,148.84
