name,set,collector_number,usd,usd_foil,eur,eur_foil,diff_abs,diff_pct,diff_abs_foil,diff_pct_foil
Forest,blb,280,0.23,0.59,0.21,0.48,-0.02,-8.70,-0.11,-18.64
Fury Sliver,tsp,157,0.45,3.72,0.23,1.46,-0.22,-48.89,-2.26,-60.75
Kor Outfitter,zen,21,0.11,2.05,0.18,2.30,0.07,63.64,0.25,12.20
Spirit,tmm2,5,0.11,,,,,,,
Siren Lookout,xln,78,0.04,0.20,0.08,0.22,0.04,100.00,0.02,10.00
Web,3ed,229,0.78,,0.81,,0.03,3.85,,
Wastewood Verge,pdft,268p,6.15,7.19,6.53,6.77,0.38,6.18,-0.42,-5.84
Surge of Brilliance,who,57,0.21,4.74,0.17,0.46,-0.04,-19.05,-4.28,-90.30
Obyra's Attendants // Desperate Parry,woe,63,0.03,0.14,0.10,0.13,0.07,233.33,-0.01,-7.14
Venerable Knight,eld,35,0.15,0.33,0.07,0.25,-0.08,-53.33,-0.08,-24.24
Wildcall,ugin,146,1.09,,1.34,,0.25,22.94,,
Fell Beast's Shriek // Fell Beast's Shriek,altc,18,0.20,,,,,,,
Mystic Skyfish,m21,326,0.05,,0.11,,0.06,120.00,,
Swamp,jmp,59,0.22,,0.42,,0.20,90.91,,
Swamp,tmp,340,0.46,,0.33,,-0.13,-28.26,,
Battlewing Mystic,dmu,43,0.07,0.07,0.06,0.07,-0.01,-14.29,0.00,0.00
Birds of Paradise,sld,176,11.22,11.59,10.37,9.76,-0.85,-7.58,-1.83,-15.79
Bronze Horse,me4,186,,,,,,,,
Wall of Vipers,pcy,80,0.17,0.50,0.12,1.66,-0.05,-29.41,1.16,232.00
Admiral Beckett Brass,plst,XLN-217,0.36,,0.27,,-0.09,-25.00,,
Ragged Playmate,dsk,150,0.09,0.14,0.11,0.08,0.02,22.22,-0.06,-42.86
Mulch,c15,191,0.16,,0.16,,0.00,0.00,,
Whiptongue Hydra,c18,36,0.92,,0.53,,-0.39,-42.39,,
Wall of Roots,f08,7,,4.78,,2.36,,,-2.42,-50.63
Pugnacious Hammerskull,plci,208p,0.42,0.90,0.52,0.74,0.10,23.81,-0.16,-17.78
War Historian,mom,214,0.02,0.02,0.02,0.04,0.00,0.00,0.02,100.00
Searing Blaze,plst,WWK-90,0.32,,,,,,,
Siren's Call,ced,78,2.18,,0.63,,-1.55,-71.10,,
Mystical Tutor,dmr,421,12.51,17.44,10.11,13.88,-2.40,-19.18,-3.56,-20.41
Essence Warden,prm,95481,,,,,,,,
Blood Operative,grn,63,0.13,0.40,0.08,0.23,-0.05,-38.46,-0.17,-42.50
Selvala's Enforcer,cns,40,0.14,,0.09,0.32,-0.05,-35.71,,
Coalstoke Gearhulk,pdft,198s,,1.41,,1.72,,,0.31,21.99
Fresh Meat,nph,109,0.25,0.98,0.33,1.23,0.08,32.00,0.25,25.51
Orzhov Guildgate,gtc,244,0.08,0.67,0.13,0.71,0.05,62.50,0.04,5.97
Mortify,ltc,269,0.18,,0.23,,0.05,27.78,,
Bird,totj,7,,,,,,,,
"Narset, Parter of Veils",sld,1141,18.53,19.74,15.73,19.58,-2.80,-15.11,-0.16,-0.81
Paradise Druid,woc,129,0.18,,0.19,,0.01,5.56,,
Run Away Together,woc,108,0.12,,0.05,,-0.07,-58.33,,
Sinew Sliver,tsr,44,0.39,1.75,0.20,0.91,-0.19,-48.72,-0.84,-48.00
Charge,dom,10,0.06,0.49,0.11,0.21,0.05,83.33,-0.28,-57.14
Island,eld,255,0.10,0.15,0.06,0.21,-0.04,-40.00,0.06,40.00
Novice Knight,m19,30,0.09,0.52,0.06,0.41,-0.03,-33.33,-0.11,-21.15
Fallen Askari,vis,59,0.16,,0.12,,-0.04,-25.00,,
Altar's Reap,plst,DDR-37,0.17,,0.11,,-0.06,-35.29,,
"Lavinia, Azorius Renegade",rvr,370,0.39,0.42,0.55,1.34,0.16,41.03,0.92,219.05
"Odric, Master Tactician",c20,96,0.30,,0.28,,-0.02,-6.67,,
Afflict,ody,115,0.11,0.43,0.04,0.32,-0.07,-63.64,-0.11,-25.58
Crown of Gondor,ltc,75,0.23,,0.37,,0.14,60.87,,
Invisible Stalker,isd,60,0.57,9.32,0.98,5.56,0.41,71.93,-3.76,-40.34
"Dakkon, Shadow Slayer",mh2,192,0.54,1.12,0.50,2.37,-0.04,-7.41,1.25,111.61
Shahrazad,arn,10,455.00,,320.49,,-134.51,-29.56,,
Destructive Tampering,aer,78,0.02,0.20,0.02,0.15,0.00,0.00,-0.05,-25.00
Mox Jet,30a,556,,,,,,,,
Harmonize,c20,173,0.22,,0.22,,0.00,0.00,,
Nocturnal Raid,mir,132,0.23,,0.10,,-0.13,-56.52,,
Temporal Manipulation,sld,1169,16.35,17.46,15.95,15.50,-0.40,-2.45,-1.96,-11.23
The Convincing General,unk,MZ05a,,,,,,,,
Archon of the Wild Rose,woe,1,0.98,0.25,0.26,0.33,-0.72,-73.47,0.08,32.00
Vaevictis Asmadi,bchr,89,,,,,,,,
Flensermite,mbs,41,0.18,1.16,0.26,1.13,0.08,44.44,-0.03,-2.59
Triskelion,plst,M11-218,,0.37,,0.36,,,-0.01,-2.70
Rite of the Raging Storm,ncc,274,0.55,,0.23,,-0.32,-58.18,,
Lonely Sandbar,sld,2161,,,,,,,,
"Gorion, Wise Mentor",clb,276,0.08,0.13,0.19,0.30,0.11,137.50,0.17,130.77
Wolf,tvow,11,,,,,,,,
Gate Smasher,dtk,239,0.15,0.25,0.02,0.18,-0.13,-86.67,-0.07,-28.00
"Balamb Garden, SeeD Academy // Balamb Garden, Airborne",fin,272,0.31,0.72,0.37,1.08,0.06,19.35,0.36,50.00
Island,fbb,297,4.60,,,,,,,
Kemba's Outfitter,yone,2,,,,,,,,
World Breaker,ogw,126,1.02,11.29,1.74,8.82,0.72,70.59,-2.47,-21.88
Rogue Kavu,9ed,213★,,,,,,,,
Ornery Tumblewagg,otj,171,0.23,0.37,0.24,0.44,0.01,4.35,0.07,18.92
Harbinger of the Seas,mh3,63,1.62,2.90,3.96,4.96,2.34,144.44,2.06,71.03
Mad Auntie,mma,90,0.41,1.17,0.69,0.86,0.28,68.29,-0.31,-26.50
Coral Eel,9ed,S3,0.16,,0.58,,0.42,262.50,,
Midnight Clock,m3c,189,0.24,,0.24,0.82,0.00,0.00,,
Invasion of Tolvada // The Broken Sky,mom,241,0.28,0.37,0.32,0.24,0.04,14.29,-0.13,-35.14
The Great Juggernaut,unk,RR04b,,,,,,,,
Lurking Nightstalker,p02,77,0.32,,0.31,,-0.01,-3.13,,
Spark Spray,vma,188,,,,,,,,
Remand,ddm,26,0.34,,0.44,,0.10,29.41,,
Eumidian Hatchery,eoc,40,2.05,,,,,,,
"Lazav, Familiar Stranger",otj,216,0.07,0.09,0.14,0.30,0.07,100.00,0.21,233.33
Plains,cma,292,0.23,,0.07,,-0.16,-69.57,,
Plains,brb,128,0.87,,1.68,,0.81,93.10,,
"Edric, Spymaster of Trest",cns,187,1.29,8.80,0.92,4.73,-0.37,-28.68,-4.07,-46.25
Clearwater Pathway // Clearwater Pathway,aznr,25,,,,,,,,
Crossbow Infantry,9ed,12★,,4.27,,,,,,
Bubbling Beebles,uds,29,0.13,5.18,0.06,2.95,-0.07,-53.85,-2.23,-43.05
Second Breakfast,ltr,29,0.07,0.11,0.03,0.20,-0.04,-57.14,0.09,81.82
"Ulasht, the Hate Seed",2x2,289,0.17,0.27,0.15,0.36,-0.02,-11.76,0.09,33.33
Unholy Strength,7ed,168,0.12,,0.11,,-0.01,-8.33,,
Forest,wc02,rl349,1.99,,,,,,,
Consecrate // Consume,rna,224,0.13,0.12,0.05,0.46,-0.08,-61.54,0.34,283.33
Thornwood Falls,ema,246,0.08,0.25,0.10,0.29,0.02,25.00,0.04,16.00
Goblin Bowling Team,ugl,44,0.31,,0.25,,-0.06,-19.35,,
Elvish Aberration,pal03,7,,1.93,,0.91,,,-1.02,-52.85
"Farid, Enterprising Salvager",brc,13,0.15,,0.17,,0.02,13.33,,
Wings of Aesthir,me2,199,,,,,,,,
Mwonvuli Beast Tracker,m13,177,0.22,1.19,0.19,0.85,-0.03,-13.64,-0.34,-28.57
Return to Dust,khc,32,0.09,,0.15,,0.06,66.67,,
Emberheart Challenger,blb,133,1.48,1.79,2.47,3.25,0.99,66.89,1.46,81.56
Royal Assassin,dmr,310,0.37,0.77,0.42,0.02,0.05,13.51,-0.75,-97.40
Shock,aer,98,0.08,0.19,0.06,0.92,-0.02,-25.00,0.73,384.21
Eldrazi Temple,sld,1154,69.67,84.38,53.23,69.29,-16.44,-23.60,-15.09,-17.88
Voyager Glidecar,pdft,36p,1.20,0.36,0.08,0.30,-1.12,-93.33,-0.06,-16.67
