name,set,collector_number,usd,usd_foil,eur,eur_foil,diff_abs,diff_pct,diff_abs_foil,diff_pct_foil
Forest,blb,280,0.24,0.55,0.24,0.49,0.00,0.00,-0.06,-10.91
Fury Sliver,tsp,157,0.44,3.72,0.21,1.46,-0.23,-52.27,-2.26,-60.75
Kor Outfitter,zen,21,0.11,2.05,0.30,2.30,0.19,172.73,0.25,12.20
Spirit,tmm2,5,0.11,,,,,,,
Siren Lookout,xln,78,0.07,0.20,0.06,0.22,-0.01,-14.29,0.02,10.00
Web,3ed,229,0.78,,0.79,,0.01,1.28,,
Wastewood Verge,pdft,268p,6.29,7.07,6.58,7.02,0.29,4.61,-0.05,-0.71
Surge of Brilliance,who,57,0.21,4.70,0.34,0.46,0.13,61.90,-4.24,-90.21
Obyra's Attendants // Desperate Parry,woe,63,0.03,0.16,0.10,0.14,0.07,233.33,-0.02,-12.50
Venerable Knight,eld,35,0.14,0.32,0.08,0.25,-0.06,-42.86,-0.07,-21.88
Wildcall,ugin,146,1.09,,8.66,,7.57,694.50,,
Fell Beast's Shriek // Fell Beast's Shriek,altc,18,0.20,,,,,,,
Mystic Skyfish,m21,326,0.06,,0.11,,0.05,83.33,,
Swamp,jmp,59,0.21,,0.49,,0.28,133.33,,
Swamp,tmp,340,0.46,,0.37,,-0.09,-19.57,,
Battlewing Mystic,dmu,43,0.08,0.07,0.05,0.07,-0.03,-37.50,0.00,0.00
Birds of Paradise,sld,176,11.71,11.97,10.72,9.93,-0.99,-8.45,-2.04,-17.04
Bronze Horse,me4,186,,,,,,,,
Wall of Vipers,pcy,80,0.17,0.50,0.11,1.66,-0.06,-35.29,1.16,232.00
Admiral Beckett Brass,plst,XLN-217,0.36,,0.29,,-0.07,-19.44,,
Ragged Playmate,dsk,150,0.04,0.13,0.10,0.14,0.06,150.00,0.01,7.69
Mulch,c15,191,0.15,,0.15,,0.00,0.00,,
Whiptongue Hydra,c18,36,0.97,,0.50,,-0.47,-48.45,,
Wall of Roots,f08,7,,4.59,,2.20,,,-2.39,-52.07
Pugnacious Hammerskull,plci,208p,0.42,0.90,0.47,0.74,0.05,11.90,-0.16,-17.78
War Historian,mom,214,0.02,0.02,0.02,0.04,0.00,0.00,0.02,100.00
Searing Blaze,plst,WWK-90,0.65,,,,,,,
Siren's Call,ced,78,2.18,,0.63,,-1.55,-71.10,,
Mystical Tutor,dmr,421,12.59,17.05,9.92,13.65,-2.67,-21.21,-3.40,-19.94
Essence Warden,prm,95481,,,,,,,,
Blood Operative,grn,63,0.12,0.40,0.14,0.33,0.02,16.67,-0.07,-17.50
Selvala's Enforcer,cns,40,0.14,,0.13,0.32,-0.01,-7.14,,
Coalstoke Gearhulk,pdft,198s,,1.41,,1.57,,,0.16,11.35
Fresh Meat,nph,109,0.25,0.98,0.28,1.23,0.03,12.00,0.25,25.51
Orzhov Guildgate,gtc,244,0.06,0.67,0.21,0.71,0.15,250.00,0.04,5.97
Mortify,ltc,269,0.16,,0.17,,0.01,6.25,,
Bird,totj,7,,,,,,,,
"Narset, Parter of Veils",sld,1141,18.76,19.84,15.73,18.91,-3.03,-16.15,-0.93,-4.69
Paradise Druid,woc,129,0.18,,0.25,,0.07,38.89,,
Run Away Together,woc,108,0.12,,0.06,,-0.06,-50.00,,
Sinew Sliver,tsr,44,0.42,1.78,0.21,1.02,-0.21,-50.00,-0.76,-42.70
Charge,dom,10,0.06,0.44,0.09,0.21,0.03,50.00,-0.23,-52.27
Island,eld,255,0.13,0.14,0.04,0.21,-0.09,-69.23,0.07,50.00
Novice Knight,m19,30,0.10,0.47,0.09,0.41,-0.01,-10.00,-0.06,-12.77
Fallen Askari,vis,59,0.16,,0.13,,-0.03,-18.75,,
Altar's Reap,plst,DDR-37,0.17,,0.11,,-0.06,-35.29,,
"Lavinia, Azorius Renegade",rvr,370,0.38,0.43,0.40,1.02,0.02,5.26,0.59,137.21
"Odric, Master Tactician",c20,96,0.29,,0.28,,-0.01,-3.45,,
Afflict,ody,115,0.10,0.42,0.03,0.32,-0.07,-70.00,-0.10,-23.81
Crown of Gondor,ltc,75,0.20,,0.29,,0.09,45.00,,
Invisible Stalker,isd,60,0.58,9.32,1.07,5.45,0.49,84.48,-3.87,-41.52
"Dakkon, Shadow Slayer",mh2,192,0.48,1.12,0.52,1.76,0.04,8.33,0.64,57.14
Shahrazad,arn,10,453.33,,311.17,,-142.16,-31.36,,
Destructive Tampering,aer,78,0.02,0.20,0.02,0.15,0.00,0.00,-0.05,-25.00
Mox Jet,30a,556,,,,,,,,
Harmonize,c20,173,0.22,,0.18,,-0.04,-18.18,,
Nocturnal Raid,mir,132,0.23,,0.16,,-0.07,-30.43,,
Temporal Manipulation,sld,1169,16.35,16.66,16.38,15.52,0.03,0.18,-1.14,-6.84
The Convincing General,unk,MZ05a,,,,,,,,
Archon of the Wild Rose,woe,1,0.18,0.29,0.23,0.34,0.05,27.78,0.05,17.24
Vaevictis Asmadi,bchr,89,,,,,,,,
Flensermite,mbs,41,0.21,1.14,0.30,1.13,0.09,42.86,-0.01,-0.88
Triskelion,plst,M11-218,,0.40,,0.34,,,-0.06,-15.00
Rite of the Raging Storm,ncc,274,1.76,,0.48,,-1.28,-72.73,,
Lonely Sandbar,sld,2161,,,,,,,,
"Gorion, Wise Mentor",clb,276,0.07,0.14,0.12,0.27,0.05,71.43,0.13,92.86
Wolf,tvow,11,,,,,,,,
Gate Smasher,dtk,239,0.16,0.25,0.03,0.18,-0.13,-81.25,-0.07,-28.00
"Balamb Garden, SeeD Academy // Balamb Garden, Airborne",fin,272,0.31,0.60,0.27,0.99,-0.04,-12.90,0.39,65.00
Island,fbb,297,4.60,,,,,,,
Kemba's Outfitter,yone,2,,,,,,,,
World Breaker,ogw,126,0.94,11.09,1.46,8.82,0.52,55.32,-2.27,-20.47
Rogue Kavu,9ed,213★,,0.22,,,,,,
Ornery Tumblewagg,otj,171,0.15,0.30,0.30,0.56,0.15,100.00,0.26,86.67
Harbinger of the Seas,mh3,63,1.78,2.63,3.58,5.33,1.80,101.12,2.70,102.66
Mad Auntie,mma,90,0.43,1.17,0.70,0.86,0.27,62.79,-0.31,-26.50
Coral Eel,9ed,S3,0.16,,0.58,,0.42,262.50,,
Midnight Clock,m3c,189,0.29,,0.29,0.82,0.00,0.00,,
Invasion of Tolvada // The Broken Sky,mom,241,0.29,0.34,0.32,0.37,0.03,10.34,0.03,8.82
The Great Juggernaut,unk,RR04b,,,,,,,,
Lurking Nightstalker,p02,77,0.32,,0.31,,-0.01,-3.13,,
Spark Spray,vma,188,,,,,,,,
Remand,ddm,26,0.34,,0.37,,0.03,8.82,,
Eumidian Hatchery,eoc,40,1.91,,,,,,,
"Lazav, Familiar Stranger",otj,216,0.07,0.08,0.11,0.24,0.04,57.14,0.16,200.00
Plains,cma,292,0.23,,0.07,,-0.16,-69.57,,
Plains,brb,128,0.87,,1.68,,0.81,93.10,,
"Edric, Spymaster of Trest",cns,187,1.21,8.83,1.09,5.64,-0.12,-9.92,-3.19,-36.13
Clearwater Pathway // Clearwater Pathway,aznr,25,,,,,,,,
Crossbow Infantry,9ed,12★,,4.27,,,,,,
Bubbling Beebles,uds,29,0.13,5.99,0.05,3.55,-0.08,-61.54,-2.44,-40.73
Second Breakfast,ltr,29,0.06,0.12,0.07,0.18,0.01,16.67,0.06,50.00
