name,set,collector_number,usd,usd_foil,eur,eur_foil,diff_abs,diff_pct,diff_abs_foil,diff_pct_foil
Forest,blb,280,0.32,0.44,0.28,0.59,-0.04,-12.50,0.15,34.09
Fury Sliver,tsp,157,0.53,2.85,0.21,1.28,-0.32,-60.38,-1.57,-55.09
Kor Outfitter,zen,21,0.18,1.77,0.26,2.01,0.08,44.44,0.24,13.56
Spirit,tmm2,5,0.09,,,,,,,
Siren Lookout,xln,78,0.10,0.23,0.08,0.22,-0.02,-20.00,-0.01,-4.35
Web,3ed,229,0.96,,0.85,,-0.11,-11.46,,
Wastewood Verge,pdft,268p,7.85,8.11,7.44,7.97,-0.41,-5.22,-0.14,-1.73
Surge of Brilliance,who,57,0.35,6.64,0.21,0.66,-0.14,-40.00,-5.98,-90.06
Obyra's Attendants // Desperate Parry,woe,63,0.09,0.10,0.05,0.16,-0.04,-44.44,0.06,60.00
Venerable Knight,eld,35,0.22,0.30,0.14,0.45,-0.08,-36.36,0.15,50.00
Wildcall,ugin,146,1.59,,6.68,,5.09,320.13,,
Fell Beast's Shriek // Fell Beast's Shriek,altc,18,0.20,,,,,,,
Mystic Skyfish,m21,326,0.16,,0.14,,-0.02,-12.50,,
Swamp,jmp,59,0.34,,0.21,,-0.13,-38.24,,
Swamp,tmp,340,0.55,,0.40,,-0.15,-27.27,,
Battlewing Mystic,dmu,43,0.08,0.05,0.16,0.08,0.08,100.00,0.03,60.00
Birds of Paradise,sld,176,12.86,13.02,11.16,13.10,-1.70,-13.22,0.08,0.61
Bronze Horse,me4,186,,,,,,,,
Wall of Vipers,pcy,80,0.18,1.18,0.14,1.54,-0.04,-22.22,0.36,30.51
Admiral Beckett Brass,plst,XLN-217,0.32,,0.30,,-0.02,-6.25,,
Ragged Playmate,dsk,150,0.05,0.19,0.11,0.07,0.06,120.00,-0.12,-63.16
Mulch,c15,191,0.36,,0.16,,-0.20,-55.56,,
Whiptongue Hydra,c18,36,1.26,,0.77,,-0.49,-38.89,,
Wall of Roots,f08,7,,5.13,,2.56,,,-2.57,-50.10
Pugnacious Hammerskull,plci,208p,0.39,0.99,0.43,0.73,0.04,10.26,-0.26,-26.26
War Historian,mom,214,0.03,0.03,0.04,0.04,0.01,33.33,0.01,33.33
Searing Blaze,plst,WWK-90,0.46,,,,,,,
Siren's Call,ced,78,2.10,,0.73,,-1.37,-65.24,,
Mystical Tutor,dmr,421,16.43,17.91,9.55,16.10,-6.88,-41.87,-1.81,-10.11
Essence Warden,prm,95481,,,,,,,,
Blood Operative,grn,63,0.18,0.53,0.21,0.34,0.03,16.67,-0.19,-35.85
Selvala's Enforcer,cns,40,0.15,0.60,0.11,0.33,-0.04,-26.67,-0.27,-45.00
Coalstoke Gearhulk,pdft,198s,,1.40,,0.84,,,-0.56,-40.00
Fresh Meat,nph,109,0.26,0.93,0.25,1.36,-0.01,-3.85,0.43,46.24
Orzhov Guildgate,gtc,244,0.23,0.69,0.15,0.83,-0.08,-34.78,0.14,20.29
Mortify,ltc,269,0.34,,0.17,,-0.17,-50.00,,
Bird,totj,7,,,,,,,,
"Narset, Parter of Veils",sld,1141,18.61,20.53,18.31,20.41,-0.30,-1.61,-0.12,-0.58
Paradise Druid,woc,129,0.27,,0.21,,-0.06,-22.22,,
Run Away Together,woc,108,0.31,,0.07,,-0.24,-77.42,,
Sinew Sliver,tsr,44,0.43,2.90,0.26,1.25,-0.17,-39.53,-1.65,-56.90
Charge,dom,10,0.04,0.35,0.10,0.18,0.06,150.00,-0.17,-48.57
Island,eld,255,0.12,0.14,0.04,0.17,-0.08,-66.67,0.03,21.43
Novice Knight,m19,30,0.11,0.58,0.16,0.30,0.05,45.45,-0.28,-48.28
Fallen Askari,vis,59,0.14,,0.03,,-0.11,-78.57,,
Altar's Reap,plst,DDR-37,0.15,,0.34,,0.19,126.67,,
"Lavinia, Azorius Renegade",rvr,370,0.37,0.38,0.66,1.59,0.29,78.38,1.21,318.42
"Odric, Master Tactician",c20,96,0.34,,0.27,,-0.07,-20.59,,
Afflict,ody,115,0.07,0.55,0.05,0.56,-0.02,-28.57,0.01,1.82
Crown of Gondor,ltc,75,0.34,,0.23,,-0.11,-32.35,,
Invisible Stalker,isd,60,1.64,10.56,1.01,1.72,-0.63,-38.41,-8.84,-83.71
"Dakkon, Shadow Slayer",mh2,192,0.59,1.47,0.51,1.06,-0.08,-13.56,-0.41,-27.89
Shahrazad,arn,10,455.33,,322.59,,-132.74,-29.15,,
Destructive Tampering,aer,78,0.04,0.23,0.05,0.16,0.01,25.00,-0.07,-30.43
Mox Jet,30a,556,,,,,,,,
Harmonize,c20,173,0.30,,0.22,,-0.08,-26.67,,
Nocturnal Raid,mir,132,0.22,,0.15,,-0.07,-31.82,,
Temporal Manipulation,sld,1169,16.84,17.07,14.43,15.02,-2.41,-14.31,-2.05,-12.01
The Convincing General,unk,MZ05a,,,,,,,,
Archon of the Wild Rose,woe,1,0.27,0.33,0.29,0.38,0.02,7.41,0.05,15.15
Vaevictis Asmadi,bchr,89,,,,,,,,
