name,set,collector_number,usd,usd_foil,eur,eur_foil,diff_abs,diff_pct,diff_abs_foil,diff_pct_foil
Forest,blb,280,0.32,0.42,0.30,0.38,-0.02,-6.25,-0.04,-9.52
Fury Sliver,tsp,157,0.53,2.74,0.14,2.63,-0.39,-73.58,-0.11,-4.01
Kor Outfitter,zen,21,0.19,1.69,0.29,1.61,0.10,52.63,-0.08,-4.73
Spirit,tmm2,5,0.09,,0.06,,-0.03,-33.33,,
Siren Lookout,xln,78,0.19,0.43,0.12,0.22,-0.07,-36.84,-0.21,-48.84
Web,3ed,229,1.05,,1.11,,0.06,5.71,,
Wastewood Verge,pdft,268p,8.66,9.59,8.86,8.16,0.20,2.31,-1.43,-14.91
Surge of Brilliance,who,57,0.30,7.35,0.23,0.61,-0.07,-23.33,-6.74,-91.70
Obyra's Attendants // Desperate Parry,woe,63,0.08,0.08,0.06,0.15,-0.02,-25.00,0.07,87.50
Venerable Knight,eld,35,0.27,0.33,0.05,0.43,-0.22,-81.48,0.10,30.30
Wildcall,ugin,146,1.59,,5.87,,4.28,269.18,,
Fell Beast's Shriek // Fell Beast's Shriek,altc,18,0.21,,,,,,,
Mystic Skyfish,m21,326,0.21,,0.13,,-0.08,-38.10,,
Swamp,jmp,59,0.34,,0.15,,-0.19,-55.88,,
Swamp,tmp,340,0.48,,0.42,,-0.06,-12.50,,
Battlewing Mystic,dmu,43,0.09,0.17,0.10,0.08,0.01,11.11,-0.09,-52.94
Birds of Paradise,sld,176,13.96,13.60,11.46,14.07,-2.50,-17.91,0.47,3.46
Bronze Horse,me4,186,,,,,,,,
Wall of Vipers,pcy,80,0.18,1.18,0.16,1.34,-0.02,-11.11,0.16,13.56
Admiral Beckett Brass,plst,XLN-217,0.36,,0.27,,-0.09,-25.00,,
Ragged Playmate,dsk,150,0.09,0.19,0.04,0.15,-0.05,-55.56,-0.04,-21.05
Mulch,c15,191,0.36,,0.17,,-0.19,-52.78,,
Whiptongue Hydra,c18,36,1.28,,0.56,,-0.72,-56.25,,
Wall of Roots,f08,7,,5.06,,2.71,,,-2.35,-46.44
Pugnacious Hammerskull,plci,208p,1.33,0.88,0.50,0.73,-0.83,-62.41,-0.15,-17.05
War Historian,mom,214,0.04,0.03,0.05,0.04,0.01,25.00,0.01,33.33
Searing Blaze,plst,WWK-90,0.53,,,,,,,
Siren's Call,ced,78,2.06,,0.86,,-1.20,-58.25,,
Mystical Tutor,dmr,421,16.86,24.27,10.63,13.98,-6.23,-36.95,-10.29,-42.40
Essence Warden,prm,95481,,,,,,,,
Blood Operative,grn,63,0.19,0.56,0.14,0.31,-0.05,-26.32,-0.25,-44.64
Selvala's Enforcer,cns,40,0.13,0.60,0.13,0.33,0.00,0.00,-0.27,-45.00
Coalstoke Gearhulk,pdft,198s,,1.44,,0.79,,,-0.65,-45.14
Fresh Meat,nph,109,0.27,0.83,0.19,1.09,-0.08,-29.63,0.26,31.33
Orzhov Guildgate,gtc,244,0.28,0.76,0.08,0.74,-0.20,-71.43,-0.02,-2.63
Mortify,ltc,269,0.32,,0.16,,-0.16,-50.00,,
Bird,totj,7,,,,,,,,
"Narset, Parter of Veils",sld,1141,18.41,20.34,18.08,20.17,-0.33,-1.79,-0.17,-0.84
Paradise Druid,woc,129,0.35,,0.23,,-0.12,-34.29,,
Run Away Together,woc,108,0.33,,0.08,,-0.25,-75.76,,
Sinew Sliver,tsr,44,0.46,2.97,0.27,1.23,-0.19,-41.30,-1.74,-58.59
Charge,dom,10,0.05,0.29,0.08,0.22,0.03,60.00,-0.07,-24.14
Island,eld,255,0.18,0.20,0.03,0.20,-0.15,-83.33,0.00,0.00
Novice Knight,m19,30,0.11,0.52,0.25,0.31,0.14,127.27,-0.21,-40.38
Fallen Askari,vis,59,0.12,,0.15,,0.03,25.00,,
Altar's Reap,plst,DDR-37,0.16,,0.32,,0.16,100.00,,
"Lavinia, Azorius Renegade",rvr,370,0.36,0.39,0.69,1.27,0.33,91.67,0.88,225.64
"Odric, Master Tactician",c20,96,0.42,,0.36,,-0.06,-14.29,,
Afflict,ody,115,0.11,0.55,0.07,0.48,-0.04,-36.36,-0.07,-12.73
Crown of Gondor,ltc,75,0.39,,0.44,,0.05,12.82,,
Invisible Stalker,isd,60,0.99,10.73,0.94,3.17,-0.05,-5.05,-7.56,-70.46
