name,set,collector_number,usd,usd_foil,eur,eur_foil,diff_abs,diff_pct,diff_abs_foil,diff_pct_foil
Forest,blb,280,0.22,0.56,0.24,0.49,0.02,9.09,-0.07,-12.50
Fury Sliver,tsp,157,0.45,3.72,0.21,1.46,-0.24,-53.33,-2.26,-60.75
Kor Outfitter,zen,21,0.12,1.58,0.09,2.29,-0.03,-25.00,0.71,44.94
Spirit,tmm2,5,0.11,,,,,,,
Siren Lookout,xln,78,0.09,0.20,0.10,0.22,0.01,11.11,0.02,10.00
Web,3ed,229,0.75,,0.82,,0.07,9.33,,
Wastewood Verge,pdft,268p,6.15,7.19,6.50,7.11,0.35,5.69,-0.08,-1.11
Surge of Brilliance,who,57,0.24,4.74,0.18,0.46,-0.06,-25.00,-4.28,-90.30
Obyra's Attendants // Desperate Parry,woe,63,0.03,0.13,0.12,0.15,0.09,300.00,0.02,15.38
Venerable Knight,eld,35,0.14,0.33,0.11,0.25,-0.03,-21.43,-0.08,-24.24
Wildcall,ugin,146,1.09,,1.34,,0.25,22.94,,
Fell Beast's Shriek // Fell Beast's Shriek,altc,18,0.20,,,,,,,
Mystic Skyfish,m21,326,0.05,,0.11,,0.06,120.00,,
Swamp,jmp,59,0.23,,0.49,,0.26,113.04,,
Swamp,tmp,340,0.46,,0.32,,-0.14,-30.43,,
Battlewing Mystic,dmu,43,0.07,0.07,0.07,0.07,0.00,0.00,0.00,0.00
Birds of Paradise,sld,176,10.79,11.47,10.62,9.91,-0.17,-1.58,-1.56,-13.60
Bronze Horse,me4,186,,,,,,,,
Wall of Vipers,pcy,80,0.17,0.50,0.14,1.66,-0.03,-17.65,1.16,232.00
Admiral Beckett Brass,plst,XLN-217,0.35,,0.25,,-0.10,-28.57,,
Ragged Playmate,dsk,150,0.09,0.13,0.07,0.08,-0.02,-22.22,-0.05,-38.46
Mulch,c15,191,0.14,,0.16,,0.02,14.29,,
Whiptongue Hydra,c18,36,0.92,,0.56,,-0.36,-39.13,,
Wall of Roots,f08,7,,4.78,,2.36,,,-2.42,-50.63
Pugnacious Hammerskull,plci,208p,0.43,0.90,0.52,0.77,0.09,20.93,-0.13,-14.44
War Historian,mom,214,0.02,0.02,0.02,0.04,0.00,0.00,0.02,100.00
Searing Blaze,plst,WWK-90,0.32,,,,,,,
Siren's Call,ced,78,2.12,,0.63,,-1.49,-70.28,,
Mystical Tutor,dmr,421,12.66,17.49,9.74,14.66,-2.92,-23.06,-2.83,-16.18
Essence Warden,prm,95481,,,,,,,,
Blood Operative,grn,63,0.13,0.40,0.10,0.23,-0.03,-23.08,-0.17,-42.50
Selvala's Enforcer,cns,40,0.13,,0.09,0.32,-0.04,-30.77,,
Coalstoke Gearhulk,pdft,198s,,1.42,,1.75,,,0.33,23.24
Fresh Meat,nph,109,0.25,0.98,0.33,1.23,0.08,32.00,0.25,25.51
Orzhov Guildgate,gtc,244,0.08,0.69,0.17,0.75,0.09,112.50,0.06,8.70
Mortify,ltc,269,0.20,,0.19,,-0.01,-5.00,,
Bird,totj,7,,,,,,,,
"Narset, Parter of Veils",sld,1141,18.51,19.74,15.28,19.79,-3.23,-17.45,0.05,0.25
Paradise Druid,woc,129,0.18,,0.15,,-0.03,-16.67,,
Run Away Together,woc,108,0.12,,0.05,,-0.07,-58.33,,
Sinew Sliver,tsr,44,0.29,1.88,0.15,0.91,-0.14,-48.28,-0.97,-51.60
Charge,dom,10,0.07,0.37,0.08,0.17,0.01,14.29,-0.20,-54.05
Island,eld,255,0.11,0.14,0.06,0.21,-0.05,-45.45,0.07,50.00
Novice Knight,m19,30,0.09,0.47,0.06,0.41,-0.03,-33.33,-0.06,-12.77
Fallen Askari,vis,59,0.16,,0.13,,-0.03,-18.75,,
Altar's Reap,plst,DDR-37,0.16,,0.11,,-0.05,-31.25,,
"Lavinia, Azorius Renegade",rvr,370,0.40,0.48,0.48,1.38,0.08,20.00,0.90,187.50
"Odric, Master Tactician",c20,96,0.27,,0.32,,0.05,18.52,,
Afflict,ody,115,0.11,0.43,0.05,0.32,-0.06,-54.55,-0.11,-25.58
Crown of Gondor,ltc,75,0.24,,0.37,,0.13,54.17,,
Invisible Stalker,isd,60,0.55,9.32,1.01,5.56,0.46,83.64,-3.76,-40.34
"Dakkon, Shadow Slayer",mh2,192,0.56,1.10,0.49,2.37,-0.07,-12.50,1.27,115.45
Shahrazad,arn,10,455.00,,320.49,,-134.51,-29.56,,
Destructive Tampering,aer,78,0.02,0.20,0.02,0.15,0.00,0.00,-0.05,-25.00
Mox Jet,30a,556,,,,,,,,
Harmonize,c20,173,0.22,,0.31,,0.09,40.91,,
Nocturnal Raid,mir,132,0.23,,0.10,,-0.13,-56.52,,
Temporal Manipulation,sld,1169,16.24,17.42,16.15,15.52,-0.09,-0.55,-1.90,-10.91
The Convincing General,unk,MZ05a,,,,,,,,
Archon of the Wild Rose,woe,1,0.93,0.25,0.23,0.30,-0.70,-75.27,0.05,20.00
Vaevictis Asmadi,bchr,89,,,,,,,,
Flensermite,mbs,41,0.15,1.14,0.33,1.13,0.18,120.00,-0.01,-0.88
Triskelion,plst,M11-218,,0.37,,0.36,,,-0.01,-2.70
Rite of the Raging Storm,ncc,274,0.44,,0.31,,-0.13,-29.55,,
Lonely Sandbar,sld,2161,,,,,,,,
"Gorion, Wise Mentor",clb,276,0.08,0.13,0.21,0.30,0.13,162.50,0.17,130.77
Wolf,tvow,11,,,,,,,,
Gate Smasher,dtk,239,0.16,0.25,0.03,0.18,-0.13,-81.25,-0.07,-28.00
"Balamb Garden, SeeD Academy // Balamb Garden, Airborne",fin,272,0.25,0.71,0.31,0.68,0.06,24.00,-0.03,-4.23
Island,fbb,297,4.60,,,,,,,
Kemba's Outfitter,yone,2,,,,,,,,
World Breaker,ogw,126,1.06,10.92,1.38,8.82,0.32,30.19,-2.10,-19.23
Rogue Kavu,9ed,213★,,0.49,,,,,,
Ornery Tumblewagg,otj,171,0.18,0.36,0.31,0.42,0.13,72.22,0.06,16.67
Harbinger of the Seas,mh3,63,2.19,2.89,4.13,4.86,1.94,88.58,1.97,68.17
Mad Auntie,mma,90,0.38,1.10,0.75,0.86,0.37,97.37,-0.24,-21.82
Coral Eel,9ed,S3,0.16,,0.59,,0.43,268.75,,
Midnight Clock,m3c,189,0.26,,0.24,0.82,-0.02,-7.69,,
Invasion of Tolvada // The Broken Sky,mom,241,0.27,0.36,0.28,0.29,0.01,3.70,-0.07,-19.44
The Great Juggernaut,unk,RR04b,,,,,,,,
Lurking Nightstalker,p02,77,0.32,,0.32,,0.00,0.00,,
Spark Spray,vma,188,,,,,,,,
Remand,ddm,26,0.34,,0.47,,0.13,38.24,,
Eumidian Hatchery,eoc,40,1.68,,,,,,,
"Lazav, Familiar Stranger",otj,216,0.07,0.09,0.12,0.21,0.05,71.43,0.12,133.33
Plains,cma,292,0.23,,0.07,,-0.16,-69.57,,
Plains,brb,128,0.87,,1.68,,0.81,93.10,,
"Edric, Spymaster of Trest",cns,187,1.37,9.01,1.12,4.83,-0.25,-18.25,-4.18,-46.39
Clearwater Pathway // Clearwater Pathway,aznr,25,,,,,,,,
Crossbow Infantry,9ed,12★,,4.27,,,,,,
Bubbling Beebles,uds,29,0.13,6.34,0.05,2.95,-0.08,-61.54,-3.39,-53.47
Second Breakfast,ltr,29,0.09,0.12,0.02,0.25,-0.07,-77.78,0.13,108.33
"Ulasht, the Hate Seed",2x2,289,0.17,0.27,0.12,0.36,-0.05,-29.41,0.09,33.33
Unholy Strength,7ed,168,0.12,,0.11,,-0.01,-8.33,,
Forest,wc02,rl349,,,,,,,,
Consecrate // Consume,rna,224,0.13,0.12,0.10,0.46,-0.03,-23.08,0.34,283.33
Thornwood Falls,ema,246,0.08,0.25,0.12,0.29,0.04,50.00,0.04,16.00
Goblin Bowling Team,ugl,44,0.32,,0.16,,-0.16,-50.00,,
Elvish Aberration,pal03,7,,1.98,,0.90,,,-1.08,-54.55
"Farid, Enterprising Salvager",brc,13,0.15,,0.16,,0.01,6.67,,
Wings of Aesthir,me2,199,,,,,,,,
Mwonvuli Beast Tracker,m13,177,0.20,1.19,0.21,0.85,0.01,5.00,-0.34,-28.57
Return to Dust,khc,32,0.09,,0.10,,0.01,11.11,,
Emberheart Challenger,blb,133,1.32,2.32,2.53,3.13,1.21,91.67,0.81,34.91
Royal Assassin,dmr,310,0.35,0.79,0.46,0.02,0.11,31.43,-0.77,-97.47
Shock,aer,98,0.08,0.20,0.05,0.92,-0.03,-37.50,0.72,360.00
Eldrazi Temple,sld,1154,74.37,94.60,53.23,69.29,-21.14,-28.43,-25.31,-26.75
Voyager Glidecar,pdft,36p,1.20,0.36,0.08,0.30,-1.12,-93.33,-0.06,-16.67
Walk the Plank,xln,130,0.11,0.52,0.09,0.42,-0.02,-18.18,-0.10,-19.23
Sphinx's Revelation,mm3,187,1.20,1.55,0.51,0.87,-0.69,-57.50,-0.68,-43.87
Mise,unh,38,0.25,9.46,0.15,1.77,-0.10,-40.00,-7.69,-81.29
Kor Entanglers,bfz,36,0.08,0.49,0.11,0.15,0.03,37.50,-0.34,-69.39
Tail Swipe,j25,721,0.24,,0.21,,-0.03,-12.50,,
Briarbridge Patrol,sir,187,,,,,,,,
The Restoration of Eiganjo // Architect of Restoration,prm,97897,,,,,,,,
Spread the Sickness,mm2,98,0.18,0.48,0.27,0.38,0.09,50.00,-0.10,-20.83
"Izoni, Thousand-Eyed",gk1,50,,0.82,,0.82,,,0.00,0.00
Oracle of the Alpha,ydmu,4,,,,,,,,
