name,set,collector_number,usd,usd_foil,eur,eur_foil,diff_abs,diff_pct,diff_abs_foil,diff_pct_foil
Forest,blb,280,0.23,0.56,0.22,0.42,-0.01,-4.35,-0.14,-25.00
Fury Sliver,tsp,157,0.44,3.72,0.21,1.41,-0.23,-52.27,-2.31,-62.10
Kor Outfitter,zen,21,0.10,1.93,0.23,2.30,0.13,130.00,0.37,19.17
Spirit,tmm2,5,0.11,,,,,,,
Siren Lookout,xln,78,0.08,0.20,0.04,0.22,-0.04,-50.00,0.02,10.00
Web,3ed,229,0.81,,0.79,,-0.02,-2.47,,
Wastewood Verge,pdft,268p,6.29,7.11,6.58,7.02,0.29,4.61,-0.09,-1.27
Surge of Brilliance,who,57,0.23,4.82,0.29,0.44,0.06,26.09,-4.38,-90.87
Obyra's Attendants // Desperate Parry,woe,63,0.04,0.14,0.08,0.14,0.04,100.00,0.00,0.00
Venerable Knight,eld,35,0.15,0.31,0.10,0.25,-0.05,-33.33,-0.06,-19.35
Wildcall,ugin,146,1.09,,7.02,,5.93,544.04,,
Fell Beast's Shriek // Fell Beast's Shriek,altc,18,0.20,,,,,,,
Mystic Skyfish,m21,326,0.06,,0.11,,0.05,83.33,,
Swamp,jmp,59,0.21,,0.46,,0.25,119.05,,
Swamp,tmp,340,0.46,,0.41,,-0.05,-10.87,,
Battlewing Mystic,dmu,43,0.08,0.07,0.04,0.07,-0.04,-50.00,0.00,0.00
Birds of Paradise,sld,176,11.90,11.97,10.72,10.13,-1.18,-9.92,-1.84,-15.37
Bronze Horse,me4,186,,,,,,,,
Wall of Vipers,pcy,80,0.17,0.50,0.11,1.55,-0.06,-35.29,1.05,210.00
Admiral Beckett Brass,plst,XLN-217,0.36,,0.30,,-0.06,-16.67,,
Ragged Playmate,dsk,150,0.05,0.14,0.10,0.16,0.05,100.00,0.02,14.29
Mulch,c15,191,0.15,,0.15,,0.00,0.00,,
Whiptongue Hydra,c18,36,1.00,,0.57,,-0.43,-43.00,,
Wall of Roots,f08,7,,4.96,,2.20,,,-2.76,-55.65
Pugnacious Hammerskull,plci,208p,0.42,0.90,0.47,0.74,0.05,11.90,-0.16,-17.78
War Historian,mom,214,0.02,0.02,0.02,0.04,0.00,0.00,0.02,100.00
Searing Blaze,plst,WWK-90,0.77,,,,,,,
Siren's Call,ced,78,2.18,,0.63,,-1.55,-71.10,,
Mystical Tutor,dmr,421,12.26,16.83,9.93,13.71,-2.33,-19.00,-3.12,-18.54
Essence Warden,prm,95481,,,,,,,,
Blood Operative,grn,63,0.13,0.40,0.22,0.33,0.09,69.23,-0.07,-17.50
Selvala's Enforcer,cns,40,0.13,,0.13,0.32,0.00,0.00,,
Coalstoke Gearhulk,pdft,198s,,1.44,,1.57,,,0.13,9.03
Fresh Meat,nph,109,0.24,0.98,0.23,1.23,-0.01,-4.17,0.25,25.51
Orzhov Guildgate,gtc,244,0.06,0.67,0.21,0.71,0.15,250.00,0.04,5.97
Mortify,ltc,269,0.16,,0.21,,0.05,31.25,,
Bird,totj,7,,,,,,,,
"Narset, Parter of Veils",sld,1141,18.79,19.98,15.55,19.11,-3.24,-17.24,-0.87,-4.35
Paradise Druid,woc,129,0.18,,0.25,,0.07,38.89,,
Run Away Together,woc,108,0.12,,0.06,,-0.06,-50.00,,
Sinew Sliver,tsr,44,0.40,1.88,0.20,1.02,-0.20,-50.00,-0.86,-45.74
Charge,dom,10,0.06,0.44,0.08,0.21,0.02,33.33,-0.23,-52.27
Island,eld,255,0.12,0.14,0.04,0.20,-0.08,-66.67,0.06,42.86
Novice Knight,m19,30,0.10,0.47,0.12,0.41,0.02,20.00,-0.06,-12.77
Fallen Askari,vis,59,0.16,,0.15,,-0.01,-6.25,,
Altar's Reap,plst,DDR-37,0.16,,0.12,,-0.04,-25.00,,
"Lavinia, Azorius Renegade",rvr,370,0.37,0.44,0.44,1.00,0.07,18.92,0.56,127.27
"Odric, Master Tactician",c20,96,0.28,,0.28,,0.00,0.00,,
Afflict,ody,115,0.08,0.42,0.03,0.32,-0.05,-62.50,-0.10,-23.81
Crown of Gondor,ltc,75,0.22,,0.41,,0.19,86.36,,
Invisible Stalker,isd,60,0.59,9.32,0.88,5.45,0.29,49.15,-3.87,-41.52
"Dakkon, Shadow Slayer",mh2,192,0.43,1.12,0.52,1.76,0.09,20.93,0.64,57.14
Shahrazad,arn,10,453.33,,327.94,,-125.39,-27.66,,
Destructive Tampering,aer,78,0.02,0.20,0.02,0.15,0.00,0.00,-0.05,-25.00
Mox Jet,30a,556,,,,,,,,
Harmonize,c20,173,0.22,,0.21,,-0.01,-4.55,,
Nocturnal Raid,mir,132,0.23,,0.27,,0.04,17.39,,
Temporal Manipulation,sld,1169,16.35,16.66,16.38,16.18,0.03,0.18,-0.48,-2.88
The Convincing General,unk,MZ05a,,,,,,,,
Archon of the Wild Rose,woe,1,0.14,0.29,0.17,0.34,0.03,21.43,0.05,17.24
Vaevictis Asmadi,bchr,89,,,,,,,,
Flensermite,mbs,41,0.22,1.14,0.17,1.34,-0.05,-22.73,0.20,17.54
Triskelion,plst,M11-218,,0.40,,0.28,,,-0.12,-30.00
Rite of the Raging Storm,ncc,274,2.65,,0.40,,-2.25,-84.91,,
Lonely Sandbar,sld,2161,,,,,,,,
"Gorion, Wise Mentor",clb,276,0.07,0.14,0.11,0.28,0.04,57.14,0.14,100.00
Wolf,tvow,11,,,,,,,,
Gate Smasher,dtk,239,0.16,0.25,0.04,0.18,-0.12,-75.00,-0.07,-28.00
"Balamb Garden, SeeD Academy // Balamb Garden, Airborne",fin,272,0.28,0.59,0.17,1.00,-0.11,-39.29,0.41,69.49
Island,fbb,297,4.60,,,,,,,
Kemba's Outfitter,yone,2,,,,,,,,
World Breaker,ogw,126,0.94,10.73,1.29,8.82,0.35,37.23,-1.91,-17.80
Rogue Kavu,9ed,213★,,0.22,,,,,,
Ornery Tumblewagg,otj,171,0.18,0.31,0.29,0.60,0.11,61.11,0.29,93.55
Harbinger of the Seas,mh3,63,1.91,2.57,3.74,5.19,1.83,95.81,2.62,101.95
Mad Auntie,mma,90,0.43,1.17,0.69,0.88,0.26,60.47,-0.29,-24.79
Coral Eel,9ed,S3,0.16,,0.58,,0.42,262.50,,
Midnight Clock,m3c,189,0.32,,0.31,0.82,-0.01,-3.13,,
Invasion of Tolvada // The Broken Sky,mom,241,0.27,0.35,0.27,0.37,0.00,0.00,0.02,5.71
The Great Juggernaut,unk,RR04b,,,,,,,,
Lurking Nightstalker,p02,77,0.32,,0.41,,0.09,28.12,,
Spark Spray,vma,188,,,,,,,,
Remand,ddm,26,0.33,,0.34,,0.01,3.03,,
Eumidian Hatchery,eoc,40,1.98,,,,,,,
"Lazav, Familiar Stranger",otj,216,0.07,0.08,0.07,0.24,0.00,0.00,0.16,200.00
Plains,cma,292,0.23,,0.07,,-0.16,-69.57,,
Plains,brb,128,0.87,,1.68,,0.81,93.10,,
"Edric, Spymaster of Trest",cns,187,1.22,8.83,1.22,5.64,0.00,0.00,-3.19,-36.13
Clearwater Pathway // Clearwater Pathway,aznr,25,,,,,,,,
Crossbow Infantry,9ed,12★,,,,,,,,
Bubbling Beebles,uds,29,0.13,5.99,0.03,3.49,-0.10,-76.92,-2.50,-41.74
Second Breakfast,ltr,29,0.04,0.12,0.05,0.17,0.01,25.00,0.05,41.67
"Ulasht, the Hate Seed",2x2,289,0.15,0.29,0.20,0.38,0.05,33.33,0.09,31.03
Unholy Strength,7ed,168,0.10,,0.09,,-0.01,-10.00,,
Forest,wc02,rl349,1.99,,,,,,,
Consecrate // Consume,rna,224,0.12,0.12,0.08,0.46,-0.04,-33.33,0.34,283.33
Thornwood Falls,ema,246,0.08,0.35,0.07,0.31,-0.01,-12.50,-0.04,-11.43
Goblin Bowling Team,ugl,44,0.32,,0.26,,-0.06,-18.75,,
Elvish Aberration,pal03,7,,1.95,,0.82,,,-1.13,-57.95
"Farid, Enterprising Salvager",brc,13,0.13,,0.26,,0.13,100.00,,
Wings of Aesthir,me2,199,,,,,,,,
