name,set,collector_number,usd,usd_foil,eur,eur_foil,diff_abs,diff_pct,diff_abs_foil,diff_pct_foil
Forest,blb,280,0.31,0.41,0.26,0.55,-0.05,-16.13,0.14,34.15
Fury Sliver,tsp,157,0.54,2.85,0.13,1.28,-0.41,-75.93,-1.57,-55.09
Kor Outfitter,zen,21,0.18,1.73,0.29,2.01,0.11,61.11,0.28,16.18
Spirit,tmm2,5,0.09,,0.06,,-0.03,-33.33,,
Siren Lookout,xln,78,0.14,0.35,0.08,0.22,-0.06,-42.86,-0.13,-37.14
Web,3ed,229,1.06,,0.75,,-0.31,-29.25,,
Wastewood Verge,pdft,268p,8.10,8.25,7.76,7.86,-0.34,-4.20,-0.39,-4.73
Surge of Brilliance,who,57,0.35,7.23,0.21,0.66,-0.14,-40.00,-6.57,-90.87
Obyra's Attendants // Desperate Parry,woe,63,0.09,0.10,0.06,0.16,-0.03,-33.33,0.06,60.00
Venerable Knight,eld,35,0.22,0.30,0.09,0.52,-0.13,-59.09,0.22,73.33
Wildcall,ugin,146,1.59,,6.68,,5.09,320.13,,
Fell Beast's Shriek // Fell Beast's Shriek,altc,18,0.20,,,,,,,
Mystic Skyfish,m21,326,0.19,,0.16,,-0.03,-15.79,,
Swamp,jmp,59,0.35,,0.20,,-0.15,-42.86,,
Swamp,tmp,340,0.54,,0.34,,-0.20,-37.04,,
Battlewing Mystic,dmu,43,0.09,0.12,0.14,0.10,0.05,55.56,-0.02,-16.67
Birds of Paradise,sld,176,12.78,13.21,11.42,13.63,-1.36,-10.64,0.42,3.18
Bronze Horse,me4,186,,,,,,,,
Wall of Vipers,pcy,80,0.18,1.18,0.11,1.43,-0.07,-38.89,0.25,21.19
Admiral Beckett Brass,plst,XLN-217,0.32,,0.38,,0.06,18.75,,
Ragged Playmate,dsk,150,0.04,0.19,0.10,0.07,0.06,150.00,-0.12,-63.16
Mulch,c15,191,0.36,,0.16,,-0.20,-55.56,,
Whiptongue Hydra,c18,36,1.28,,0.51,,-0.77,-60.16,,
Wall of Roots,f08,7,,5.08,,2.84,,,-2.24,-44.09
Pugnacious Hammerskull,plci,208p,0.39,0.99,0.45,0.73,0.06,15.38,-0.26,-26.26
War Historian,mom,214,0.04,0.03,0.03,0.04,-0.01,-25.00,0.01,33.33
Searing Blaze,plst,WWK-90,0.49,,,,,,,
Siren's Call,ced,78,2.06,,0.73,,-1.33,-64.56,,
Mystical Tutor,dmr,421,17.52,21.43,11.24,15.82,-6.28,-35.84,-5.61,-26.18
Essence Warden,prm,95481,,,,,,,,
Blood Operative,grn,63,0.17,0.56,0.13,0.34,-0.04,-23.53,-0.22,-39.29
Selvala's Enforcer,cns,40,0.13,0.60,0.09,0.33,-0.04,-30.77,-0.27,-45.00
Coalstoke Gearhulk,pdft,198s,,1.40,,0.79,,,-0.61,-43.57
Fresh Meat,nph,109,0.25,1.18,0.28,1.13,0.03,12.00,-0.05,-4.24
Orzhov Guildgate,gtc,244,0.24,0.70,0.09,0.83,-0.15,-62.50,0.13,18.57
Mortify,ltc,269,0.33,,0.16,,-0.17,-51.52,,
Bird,totj,7,,,,,,,,
"Narset, Parter of Veils",sld,1141,18.62,20.40,18.53,20.89,-0.09,-0.48,0.49,2.40
Paradise Druid,woc,129,0.25,,0.25,,0.00,0.00,,
Run Away Together,woc,108,0.31,,0.10,,-0.21,-67.74,,
Sinew Sliver,tsr,44,0.44,2.95,0.16,1.35,-0.28,-63.64,-1.60,-54.24
Charge,dom,10,0.05,0.30,0.13,0.16,0.08,160.00,-0.14,-46.67
Island,eld,255,0.13,0.14,0.05,0.15,-0.08,-61.54,0.01,7.14
Novice Knight,m19,30,0.11,0.58,0.18,0.35,0.07,63.64,-0.23,-39.66
Fallen Askari,vis,59,0.12,,0.07,,-0.05,-41.67,,
Altar's Reap,plst,DDR-37,0.15,,0.34,,0.19,126.67,,
"Lavinia, Azorius Renegade",rvr,370,0.37,0.38,0.47,1.49,0.10,27.03,1.11,292.11
"Odric, Master Tactician",c20,96,0.40,,0.33,,-0.07,-17.50,,
Afflict,ody,115,0.10,0.55,0.06,0.56,-0.04,-40.00,0.01,1.82
Crown of Gondor,ltc,75,0.36,,0.39,,0.03,8.33,,
Invisible Stalker,isd,60,1.00,10.73,0.87,3.11,-0.13,-13.00,-7.62,-71.02
"Dakkon, Shadow Slayer",mh2,192,0.62,1.52,0.53,1.06,-0.09,-14.52,-0.46,-30.26
Shahrazad,arn,10,455.33,,328.43,,-126.90,-27.87,,
Destructive Tampering,aer,78,0.04,0.25,0.04,0.16,0.00,0.00,-0.09,-36.00
Mox Jet,30a,556,,,,,,,,
Harmonize,c20,173,0.29,,0.25,,-0.04,-13.79,,
Nocturnal Raid,mir,132,0.22,,0.13,,-0.09,-40.91,,
Temporal Manipulation,sld,1169,16.73,16.88,14.64,15.65,-2.09,-12.49,-1.23,-7.29
The Convincing General,unk,MZ05a,,,,,,,,
Archon of the Wild Rose,woe,1,0.30,0.34,0.24,0.28,-0.06,-20.00,-0.06,-17.65
Vaevictis Asmadi,bchr,89,,,2.17,,,,,
Flensermite,mbs,41,0.27,1.33,0.25,1.39,-0.02,-7.41,0.06,4.51
Triskelion,plst,M11-218,,0.62,,0.42,,,-0.20,-32.26
Rite of the Raging Storm,ncc,274,1.16,,0.51,,-0.65,-56.03,,
Lonely Sandbar,sld,2161,0.55,,0.31,,-0.24,-43.64,,
"Gorion, Wise Mentor",clb,276,0.23,0.20,0.18,0.29,-0.05,-21.74,0.09,45.00
Wolf,tvow,11,,,,,,,,
Gate Smasher,dtk,239,0.15,0.06,0.09,0.18,-0.06,-40.00,0.12,200.00
"Balamb Garden, SeeD Academy // Balamb Garden, Airborne",fin,272,0.27,0.59,0.22,0.69,-0.05,-18.52,0.10,16.95
Island,fbb,297,6.67,,,,,,,
Kemba's Outfitter,yone,2,,,,,,,,
World Breaker,ogw,126,0.67,5.63,0.82,6.23,0.15,22.39,0.60,10.66
Rogue Kavu,9ed,213★,,0.21,,,,,,
Ornery Tumblewagg,otj,171,0.34,0.39,0.27,0.49,-0.07,-20.59,0.10,25.64
Harbinger of the Seas,mh3,63,1.56,2.88,3.12,4.61,1.56,100.00,1.73,60.07
Mad Auntie,mma,90,0.74,0.88,0.53,1.29,-0.21,-28.38,0.41,46.59
Coral Eel,9ed,S3,0.16,,0.60,,0.44,275.00,,
Midnight Clock,m3c,189,0.38,,0.22,0.82,-0.16,-42.11,,
Invasion of Tolvada // The Broken Sky,mom,241,0.34,0.39,0.38,0.45,0.04,11.76,0.06,15.38
The Great Juggernaut,unk,RR04b,,,,,,,,
Lurking Nightstalker,p02,77,0.26,,0.35,,0.09,34.62,,
Spark Spray,vma,188,,,,,,,,
Remand,ddm,26,0.31,,0.45,,0.14,45.16,,
Eumidian Hatchery,eoc,40,1.03,,1.77,,0.74,71.84,,
"Lazav, Familiar Stranger",otj,216,0.12,0.30,0.12,0.17,0.00,0.00,-0.13,-43.33
Plains,cma,292,0.25,,0.15,,-0.10,-40.00,,
Plains,brb,128,0.80,,1.59,,0.79,98.75,,
"Edric, Spymaster of Trest",cns,187,2.25,11.30,0.89,5.82,-1.36,-60.44,-5.48,-48.50
Clearwater Pathway // Clearwater Pathway,aznr,25,,,,,,,,
Crossbow Infantry,9ed,12★,,0.47,,,,,,
Bubbling Beebles,uds,29,0.17,7.28,0.10,3.84,-0.07,-41.18,-3.44,-47.25
Second Breakfast,ltr,29,0.16,0.17,0.04,0.11,-0.12,-75.00,-0.06,-35.29
"Ulasht, the Hate Seed",2x2,289,0.22,0.36,0.10,0.50,-0.12,-54.55,0.14,38.89
Unholy Strength,7ed,168,0.15,,0.10,,-0.05,-33.33,,
Forest,wc02,rl349,1.99,,,,,,,
Consecrate // Consume,rna,224,0.19,0.21,0.18,0.55,-0.01,-5.26,0.34,161.90
Thornwood Falls,ema,246,0.11,0.34,0.07,0.26,-0.04,-36.36,-0.08,-23.53
Goblin Bowling Team,ugl,44,0.32,,0.30,,-0.02,-6.25,,
Improvised Arsenal,tmt,92,0.76,0.82,0.42,0.68,-0.34,-44.74,-0.14,-17.07
Elvish Aberration,pal03,7,,1.83,,0.81,,,-1.02,-55.74
"Farid, Enterprising Salvager",brc,13,0.28,,0.23,,-0.05,-17.86,,
Wings of Aesthir,me2,199,,,,,,,,
Mwonvuli Beast Tracker,m13,177,0.24,0.89,0.19,0.88,-0.05,-20.83,-0.01,-1.12
Return to Dust,khc,32,0.20,,0.14,,-0.06,-30.00,,
Emberheart Challenger,blb,133,0.65,1.13,1.47,2.53,0.82,126.15,1.40,123.89
Royal Assassin,dmr,310,0.42,0.95,0.48,0.78,0.06,14.29,-0.17,-17.89
Shock,aer,98,0.16,0.18,0.07,0.61,-0.09,-56.25,0.43,238.89
Eldrazi Temple,sld,1154,47.59,46.56,44.30,62.54,-3.29,-6.91,15.98,34.32
Voyager Glidecar,pdft,36p,0.40,0.34,0.16,0.30,-0.24,-60.00,-0.04,-11.76
Walk the Plank,xln,130,0.19,0.49,0.18,0.40,-0.01,-5.26,-0.09,-18.37
Heated Argument,sos,118,0.05,0.44,0.07,0.06,0.02,40.00,-0.38,-86.36
Sphinx's Revelation,mm3,187,1.20,1.52,0.70,0.89,-0.50,-41.67,-0.63,-41.45
Mise,unh,38,0.24,,0.22,1.58,-0.02,-8.33,,
Kor Entanglers,bfz,36,0.10,0.45,0.11,0.28,0.01,10.00,-0.17,-37.78
Tail Swipe,j25,721,0.26,,0.23,,-0.03,-11.54,,
Briarbridge Patrol,sir,187,,,,,,,,
The Restoration of Eiganjo // Architect of Restoration,prm,97897,,,,,,,,
