name,set,collector_number,usd,usd_foil,eur,eur_foil,diff_abs,diff_pct,diff_abs_foil,diff_pct_foil
Forest,blb,280,0.36,0.44,0.20,0.49,-0.16,-44.44,0.05,11.36
Fury Sliver,tsp,157,0.56,2.92,0.19,1.28,-0.37,-66.07,-1.64,-56.16
Kor Outfitter,zen,21,0.18,1.77,0.15,2.01,-0.03,-16.67,0.24,13.56
Spirit,tmm2,5,0.09,,,,,,,
Siren Lookout,xln,78,0.08,0.23,0.09,0.22,0.01,12.50,-0.01,-4.35
Web,3ed,229,0.99,,0.87,,-0.12,-12.12,,
Wastewood Verge,pdft,268p,7.85,7.74,7.28,7.31,-0.57,-7.26,-0.43,-5.56
Surge of Brilliance,who,57,0.37,6.90,0.26,0.58,-0.11,-29.73,-6.32,-91.59
Obyra's Attendants // Desperate Parry,woe,63,0.09,0.09,0.03,0.16,-0.06,-66.67,0.07,77.78
Venerable Knight,eld,35,0.20,0.30,0.18,0.45,-0.02,-10.00,0.15,50.00
Wildcall,ugin,146,1.98,,6.68,,4.70,237.37,,
Fell Beast's Shriek // Fell Beast's Shriek,altc,18,0.20,,,,,,,
Mystic Skyfish,m21,326,0.15,,0.14,,-0.01,-6.67,,
Swamp,jmp,59,0.34,,0.28,,-0.06,-17.65,,
Swamp,tmp,340,0.56,,0.46,,-0.10,-17.86,,
Battlewing Mystic,dmu,43,0.08,0.05,0.12,0.08,0.04,50.00,0.03,60.00
Birds of Paradise,sld,176,12.88,12.81,11.00,12.89,-1.88,-14.60,0.08,0.62
Bronze Horse,me4,186,,,,,,,,
Wall of Vipers,pcy,80,0.18,1.18,0.14,1.63,-0.04,-22.22,0.45,38.14
Admiral Beckett Brass,plst,XLN-217,0.35,,0.28,,-0.07,-20.00,,
Ragged Playmate,dsk,150,0.05,0.18,0.05,0.10,0.00,0.00,-0.08,-44.44
Mulch,c15,191,0.36,,0.16,,-0.20,-55.56,,
Whiptongue Hydra,c18,36,1.05,,0.83,,-0.22,-20.95,,
Wall of Roots,f08,7,,5.07,,2.55,,,-2.52,-49.70
Pugnacious Hammerskull,plci,208p,0.39,0.99,0.43,0.73,0.04,10.26,-0.26,-26.26
War Historian,mom,214,0.03,0.02,0.04,0.04,0.01,33.33,0.02,100.00
Searing Blaze,plst,WWK-90,0.44,,,,,,,
Siren's Call,ced,78,2.13,,0.73,,-1.40,-65.73,,
Mystical Tutor,dmr,421,16.19,17.30,10.80,16.30,-5.39,-33.29,-1.00,-5.78
Essence Warden,prm,95481,,,,,,,,
Blood Operative,grn,63,0.20,0.53,0.24,0.34,0.04,20.00,-0.19,-35.85
Selvala's Enforcer,cns,40,0.15,0.60,0.13,0.36,-0.02,-13.33,-0.24,-40.00
Coalstoke Gearhulk,pdft,198s,,1.33,,0.89,,,-0.44,-33.08
Fresh Meat,nph,109,0.25,0.93,0.23,1.39,-0.02,-8.00,0.46,49.46
Orzhov Guildgate,gtc,244,0.26,0.69,0.08,0.83,-0.18,-69.23,0.14,20.29
Mortify,ltc,269,0.37,,0.18,,-0.19,-51.35,,
Bird,totj,7,,,,,,,,
"Narset, Parter of Veils",sld,1141,18.54,20.52,18.31,20.41,-0.23,-1.24,-0.11,-0.54
Paradise Druid,woc,129,0.28,,0.20,,-0.08,-28.57,,
Run Away Together,woc,108,0.20,,0.09,,-0.11,-55.00,,
Sinew Sliver,tsr,44,0.42,2.84,0.19,1.10,-0.23,-54.76,-1.74,-61.27
Charge,dom,10,0.05,0.35,0.07,0.21,0.02,40.00,-0.14,-40.00
Island,eld,255,0.11,0.14,0.05,0.17,-0.06,-54.55,0.03,21.43
Novice Knight,m19,30,0.10,0.52,0.18,0.31,0.08,80.00,-0.21,-40.38
Fallen Askari,vis,59,0.14,,0.07,,-0.07,-50.00,,
Altar's Reap,plst,DDR-37,0.15,,0.35,,0.20,133.33,,
"Lavinia, Azorius Renegade",rvr,370,0.37,0.39,0.69,1.57,0.32,86.49,1.18,302.56
"Odric, Master Tactician",c20,96,0.35,,0.32,,-0.03,-8.57,,
Afflict,ody,115,0.06,0.55,0.07,0.54,0.01,16.67,-0.01,-1.82
Crown of Gondor,ltc,75,0.39,,0.34,,-0.05,-12.82,,
Invisible Stalker,isd,60,1.07,10.42,1.00,2.02,-0.07,-6.54,-8.40,-80.61
"Dakkon, Shadow Slayer",mh2,192,0.63,1.41,0.56,1.34,-0.07,-11.11,-0.07,-4.96
Shahrazad,arn,10,455.33,,315.83,,-139.50,-30.64,,
Destructive Tampering,aer,78,0.02,0.23,0.06,0.16,0.04,200.00,-0.07,-30.43
