name,set,collector_number,usd,usd_foil,eur,eur_foil,diff_abs,diff_pct,diff_abs_foil,diff_pct_foil
Forest,blb,280,0.26,0.70,0.23,0.45,-0.03,-11.54,-0.25,-35.71
Fury Sliver,tsp,157,0.43,3.79,0.17,1.30,-0.26,-60.47,-2.49,-65.70
Kor Outfitter,zen,21,0.10,1.86,0.17,2.30,0.07,70.00,0.44,23.66
Spirit,tmm2,5,0.09,,,,,,,
Siren Lookout,xln,78,0.04,0.21,0.05,0.19,0.01,25.00,-0.02,-9.52
Web,3ed,229,0.81,,0.83,,0.02,2.47,,
Wastewood Verge,pdft,268p,6.36,7.13,7.19,7.00,0.83,13.05,-0.13,-1.82
Surge of Brilliance,who,57,0.20,4.84,0.26,0.65,0.06,30.00,-4.19,-86.57
Obyra's Attendants // Desperate Parry,woe,63,0.05,0.13,0.03,0.11,-0.02,-40.00,-0.02,-15.38
Venerable Knight,eld,35,0.11,0.31,0.11,0.25,0.00,0.00,-0.06,-19.35
Wildcall,ugin,146,1.98,,7.02,,5.04,254.55,,
Fell Beast's Shriek // Fell Beast's Shriek,altc,18,0.19,,,,,,,
Mystic Skyfish,m21,326,0.11,,0.11,,0.00,0.00,,
Swamp,jmp,59,0.22,,0.41,,0.19,86.36,,
Swamp,tmp,340,0.48,,0.51,,0.03,6.25,,
Battlewing Mystic,dmu,43,0.07,0.07,0.08,0.07,0.01,14.29,0.00,0.00
Birds of Paradise,sld,176,12.01,11.90,10.29,10.36,-1.72,-14.32,-1.54,-12.94
Bronze Horse,me4,186,,,,,,,,
Wall of Vipers,pcy,80,0.17,0.50,0.12,1.55,-0.05,-29.41,1.05,210.00
Admiral Beckett Brass,plst,XLN-217,0.36,,0.30,,-0.06,-16.67,,
Ragged Playmate,dsk,150,0.04,0.17,0.08,0.10,0.04,100.00,-0.07,-41.18
Mulch,c15,191,0.54,,0.24,,-0.30,-55.56,,
Whiptongue Hydra,c18,36,0.93,,1.01,,0.08,8.60,,
Wall of Roots,f08,7,,5.00,,2.21,,,-2.79,-55.80
Pugnacious Hammerskull,plci,208p,0.39,0.95,0.47,0.73,0.08,20.51,-0.22,-23.16
War Historian,mom,214,0.02,0.03,0.02,0.03,0.00,0.00,0.00,0.00
Searing Blaze,plst,WWK-90,0.83,,,,,,,
Siren's Call,ced,78,2.18,,0.63,,-1.55,-71.10,,
Mystical Tutor,dmr,421,12.37,16.85,9.75,13.56,-2.62,-21.18,-3.29,-19.53
Essence Warden,prm,95481,,,,,,,,
Blood Operative,grn,63,0.18,0.47,0.18,0.37,0.00,0.00,-0.10,-21.28
Selvala's Enforcer,cns,40,0.17,,0.11,0.32,-0.06,-35.29,,
Coalstoke Gearhulk,pdft,198s,,1.37,,1.57,,,0.20,14.60
Fresh Meat,nph,109,0.25,0.95,0.12,1.52,-0.13,-52.00,0.57,60.00
Orzhov Guildgate,gtc,244,0.07,0.62,0.15,0.71,0.08,114.29,0.09,14.52
Mortify,ltc,269,0.20,,0.19,,-0.01,-5.00,,
Bird,totj,7,,,,,,,,
"Narset, Parter of Veils",sld,1141,18.95,20.07,16.03,18.60,-2.92,-15.41,-1.47,-7.32
Paradise Druid,woc,129,0.18,,0.21,,0.03,16.67,,
Run Away Together,woc,108,0.12,,0.05,,-0.07,-58.33,,
Sinew Sliver,tsr,44,0.38,2.01,0.29,1.00,-0.09,-23.68,-1.01,-50.25
Charge,dom,10,0.05,0.41,0.13,0.20,0.08,160.00,-0.21,-51.22
Island,eld,255,0.12,0.14,0.04,0.20,-0.08,-66.67,0.06,42.86
Novice Knight,m19,30,0.07,0.47,0.12,0.35,0.05,71.43,-0.12,-25.53
Fallen Askari,vis,59,0.16,,0.07,,-0.09,-56.25,,
Altar's Reap,plst,DDR-37,0.15,,0.12,,-0.03,-20.00,,
"Lavinia, Azorius Renegade",rvr,370,0.34,0.45,0.61,0.71,0.27,79.41,0.26,57.78
"Odric, Master Tactician",c20,96,0.27,,0.38,,0.11,40.74,,
Afflict,ody,115,0.08,0.80,0.07,0.34,-0.01,-12.50,-0.46,-57.50
Crown of Gondor,ltc,75,0.24,,0.35,,0.11,45.83,,
Invisible Stalker,isd,60,0.54,9.30,1.02,4.69,0.48,88.89,-4.61,-49.57
"Dakkon, Shadow Slayer",mh2,192,0.64,1.08,0.48,1.72,-0.16,-25.00,0.64,59.26
Shahrazad,arn,10,453.33,,327.87,,-125.46,-27.68,,
Destructive Tampering,aer,78,0.02,0.20,0.02,0.15,0.00,0.00,-0.05,-25.00
Mox Jet,30a,556,,,,,,,,
Harmonize,c20,173,0.22,,0.35,,0.13,59.09,,
Nocturnal Raid,mir,132,0.22,,0.25,,0.03,13.64,,
Temporal Manipulation,sld,1169,16.52,16.82,15.72,16.50,-0.80,-4.84,-0.32,-1.90
The Convincing General,unk,MZ05a,,,,,,,,
Archon of the Wild Rose,woe,1,0.20,0.30,0.18,0.33,-0.02,-10.00,0.03,10.00
Vaevictis Asmadi,bchr,89,,,,,,,,
Flensermite,mbs,41,0.23,1.14,0.31,1.34,0.08,34.78,0.20,17.54
Triskelion,plst,M11-218,,0.44,,0.30,,,-0.14,-31.82
Rite of the Raging Storm,ncc,274,4.86,,0.43,,-4.43,-91.15,,
Lonely Sandbar,sld,2161,,,,,,,,
"Gorion, Wise Mentor",clb,276,0.08,0.14,0.11,0.23,0.03,37.50,0.09,64.29
Wolf,tvow,11,,,,,,,,
Gate Smasher,dtk,239,0.18,0.30,0.08,0.18,-0.10,-55.56,-0.12,-40.00
"Balamb Garden, SeeD Academy // Balamb Garden, Airborne",fin,272,0.34,0.53,0.28,0.69,-0.06,-17.65,0.16,30.19
Island,fbb,297,4.25,,,,,,,
Kemba's Outfitter,yone,2,,,,,,,,
World Breaker,ogw,126,0.91,10.17,1.64,8.62,0.73,80.22,-1.55,-15.24
Rogue Kavu,9ed,213★,,0.21,,,,,,
Ornery Tumblewagg,otj,171,0.18,0.28,0.30,0.56,0.12,66.67,0.28,100.00
Harbinger of the Seas,mh3,63,1.71,2.23,3.53,5.76,1.82,106.43,3.53,158.30
Mad Auntie,mma,90,0.44,1.36,0.44,0.87,0.00,0.00,-0.49,-36.03
Coral Eel,9ed,S3,0.16,,0.58,,0.42,262.50,,
Midnight Clock,m3c,189,0.30,,0.22,0.82,-0.08,-26.67,,
Invasion of Tolvada // The Broken Sky,mom,241,0.25,0.35,0.31,0.30,0.06,24.00,-0.05,-14.29
The Great Juggernaut,unk,RR04b,,,,,,,,
Lurking Nightstalker,p02,77,0.29,,0.40,,0.11,37.93,,
Spark Spray,vma,188,,,,,,,,
Remand,ddm,26,0.33,,0.50,,0.17,51.52,,
Eumidian Hatchery,eoc,40,2.08,,,,,,,
"Lazav, Familiar Stranger",otj,216,0.10,0.08,0.07,0.21,-0.03,-30.00,0.13,162.50
Plains,cma,292,0.23,,0.14,,-0.09,-39.13,,
Plains,brb,128,0.87,,1.68,,0.81,93.10,,
