name,set,collector_number,usd,usd_foil,eur,eur_foil,diff_abs,diff_pct,diff_abs_foil,diff_pct_foil
Forest,blb,280,0.24,0.61,0.20,0.39,-0.04,-16.67,-0.22,-36.07
Fury Sliver,tsp,157,0.43,3.79,0.15,1.41,-0.28,-65.12,-2.38,-62.80
Kor Outfitter,zen,21,0.10,1.99,0.20,2.30,0.10,100.00,0.31,15.58
Spirit,tmm2,5,0.09,,,,,,,
Siren Lookout,xln,78,0.08,0.21,0.02,0.19,-0.06,-75.00,-0.02,-9.52
Web,3ed,229,0.81,,0.83,,0.02,2.47,,
Wastewood Verge,pdft,268p,6.28,7.13,6.76,7.02,0.48,7.64,-0.11,-1.54
Surge of Brilliance,who,57,0.19,4.84,0.20,0.44,0.01,5.26,-4.40,-90.91
Obyra's Attendants // Desperate Parry,woe,63,0.04,0.13,0.03,0.11,-0.01,-25.00,-0.02,-15.38
Venerable Knight,eld,35,0.11,0.32,0.11,0.26,0.00,0.00,-0.06,-18.75
Wildcall,ugin,146,1.98,,7.02,,5.04,254.55,,
Fell Beast's Shriek // Fell Beast's Shriek,altc,18,0.20,,,,,,,
Mystic Skyfish,m21,326,0.11,,0.11,,0.00,0.00,,
Swamp,jmp,59,0.22,,0.45,,0.23,104.55,,
Swamp,tmp,340,0.48,,0.50,,0.02,4.17,,
Battlewing Mystic,dmu,43,0.08,0.07,0.08,0.07,0.00,0.00,0.00,0.00
Birds of Paradise,sld,176,11.91,11.90,10.41,10.23,-1.50,-12.59,-1.67,-14.03
Bronze Horse,me4,186,,,,,,,,
Wall of Vipers,pcy,80,0.17,0.50,0.11,1.55,-0.06,-35.29,1.05,210.00
Admiral Beckett Brass,plst,XLN-217,0.36,,0.26,,-0.10,-27.78,,
Ragged Playmate,dsk,150,0.04,0.17,0.08,0.12,0.04,100.00,-0.05,-29.41
Mulch,c15,191,0.54,,0.20,,-0.34,-62.96,,
Whiptongue Hydra,c18,36,1.04,,0.71,,-0.33,-31.73,,
Wall of Roots,f08,7,,4.96,,2.16,,,-2.80,-56.45
Pugnacious Hammerskull,plci,208p,0.39,0.95,0.47,0.73,0.08,20.51,-0.22,-23.16
War Historian,mom,214,0.02,0.02,0.02,0.03,0.00,0.00,0.01,50.00
Searing Blaze,plst,WWK-90,0.79,,,,,,,
Siren's Call,ced,78,2.18,,0.63,,-1.55,-71.10,,
Mystical Tutor,dmr,421,12.11,16.95,10.01,13.38,-2.10,-17.34,-3.57,-21.06
Essence Warden,prm,95481,,,,,,,,
Blood Operative,grn,63,0.19,0.47,0.21,0.37,0.02,10.53,-0.10,-21.28
Selvala's Enforcer,cns,40,0.17,,0.11,0.32,-0.06,-35.29,,
Coalstoke Gearhulk,pdft,198s,,1.37,,1.57,,,0.20,14.60
Fresh Meat,nph,109,0.26,0.98,0.13,1.52,-0.13,-50.00,0.54,55.10
Orzhov Guildgate,gtc,244,0.07,0.60,0.12,0.71,0.05,71.43,0.11,18.33
Mortify,ltc,269,0.18,,0.20,,0.02,11.11,,
Bird,totj,7,,,,,,,,
"Narset, Parter of Veils",sld,1141,18.90,20.04,15.83,18.82,-3.07,-16.24,-1.22,-6.09
Paradise Druid,woc,129,0.18,,0.17,,-0.01,-5.56,,
Run Away Together,woc,108,0.12,,0.05,,-0.07,-58.33,,
Sinew Sliver,tsr,44,0.35,2.01,0.25,0.86,-0.10,-28.57,-1.15,-57.21
Charge,dom,10,0.05,0.44,0.12,0.21,0.07,140.00,-0.23,-52.27
Island,eld,255,0.12,0.14,0.04,0.20,-0.08,-66.67,0.06,42.86
Novice Knight,m19,30,0.10,0.47,0.11,0.35,0.01,10.00,-0.12,-25.53
Fallen Askari,vis,59,0.16,,0.11,,-0.05,-31.25,,
Altar's Reap,plst,DDR-37,0.15,,0.13,,-0.02,-13.33,,
"Lavinia, Azorius Renegade",rvr,370,0.35,0.45,0.71,0.84,0.36,102.86,0.39,86.67
"Odric, Master Tactician",c20,96,0.27,,0.32,,0.05,18.52,,
Afflict,ody,115,0.08,0.42,0.07,0.34,-0.01,-12.50,-0.08,-19.05
Crown of Gondor,ltc,75,0.22,,0.31,,0.09,40.91,,
Invisible Stalker,isd,60,0.56,9.30,0.78,4.69,0.22,39.29,-4.61,-49.57
"Dakkon, Shadow Slayer",mh2,192,0.52,1.08,0.47,1.76,-0.05,-9.62,0.68,62.96
Shahrazad,arn,10,453.33,,336.66,,-116.67,-25.74,,
Destructive Tampering,aer,78,0.02,0.20,0.02,0.15,0.00,0.00,-0.05,-25.00
Mox Jet,30a,556,,,,,,,,
Harmonize,c20,173,0.22,,0.27,,0.05,22.73,,
Nocturnal Raid,mir,132,0.22,,0.25,,0.03,13.64,,
Temporal Manipulation,sld,1169,16.37,16.67,16.15,16.50,-0.22,-1.34,-0.17,-1.02
The Convincing General,unk,MZ05a,,,,,,,,
Archon of the Wild Rose,woe,1,0.15,0.30,0.20,0.33,0.05,33.33,0.03,10.00
Vaevictis Asmadi,bchr,89,,,,,,,,
Flensermite,mbs,41,0.24,1.14,0.30,1.34,0.06,25.00,0.20,17.54
Triskelion,plst,M11-218,,0.43,,0.28,,,-0.15,-34.88
Rite of the Raging Storm,ncc,274,4.51,,0.39,,-4.12,-91.35,,
Lonely Sandbar,sld,2161,,,,,,,,
"Gorion, Wise Mentor",clb,276,0.08,0.14,0.12,0.23,0.04,50.00,0.09,64.29
Wolf,tvow,11,,,,,,,,
Gate Smasher,dtk,239,0.16,0.30,0.08,0.18,-0.08,-50.00,-0.12,-40.00
"Balamb Garden, SeeD Academy // Balamb Garden, Airborne",fin,272,0.27,0.56,0.28,0.82,0.01,3.70,0.26,46.43
Island,fbb,297,4.60,,,,,,,
Kemba's Outfitter,yone,2,,,,,,,,
World Breaker,ogw,126,0.92,10.73,1.65,8.82,0.73,79.35,-1.91,-17.80
Rogue Kavu,9ed,213★,,0.21,,,,,,
Ornery Tumblewagg,otj,171,0.15,0.29,0.31,0.60,0.16,106.67,0.31,106.90
Harbinger of the Seas,mh3,63,1.57,2.31,3.73,5.79,2.16,137.58,3.48,150.65
Mad Auntie,mma,90,0.43,1.17,0.42,0.94,-0.01,-2.33,-0.23,-19.66
Coral Eel,9ed,S3,0.16,,0.58,,0.42,262.50,,
Midnight Clock,m3c,189,0.31,,0.25,0.82,-0.06,-19.35,,
Invasion of Tolvada // The Broken Sky,mom,241,0.27,0.35,0.31,0.31,0.04,14.81,-0.04,-11.43
The Great Juggernaut,unk,RR04b,,,,,,,,
Lurking Nightstalker,p02,77,0.29,,0.40,,0.11,37.93,,
Spark Spray,vma,188,,,,,,,,
Remand,ddm,26,0.33,,0.54,,0.21,63.64,,
Eumidian Hatchery,eoc,40,2.06,,,,,,,
"Lazav, Familiar Stranger",otj,216,0.08,0.08,0.06,0.22,-0.02,-25.00,0.14,175.00
Plains,cma,292,0.23,,0.07,,-0.16,-69.57,,
Plains,brb,128,0.87,,1.68,,0.81,93.10,,
"Edric, Spymaster of Trest",cns,187,1.16,8.83,1.00,5.67,-0.16,-13.79,-3.16,-35.79
Clearwater Pathway // Clearwater Pathway,aznr,25,,,,,,,,
Crossbow Infantry,9ed,12★,,1.05,,,,,,
