name,set,collector_number,usd,usd_foil,eur,eur_foil,diff_abs,diff_pct,diff_abs_foil,diff_pct_foil
Forest,blb,280,0.30,0.41,0.23,0.40,-0.07,-23.33,-0.01,-2.44
Fury Sliver,tsp,157,0.56,2.94,0.13,1.23,-0.43,-76.79,-1.71,-58.16
Kor Outfitter,zen,21,0.19,1.69,0.26,1.91,0.07,36.84,0.22,13.02
Spirit,tmm2,5,0.09,,0.06,,-0.03,-33.33,,
Siren Lookout,xln,78,0.17,0.35,0.11,0.22,-0.06,-35.29,-0.13,-37.14
Web,3ed,229,1.10,,0.85,,-0.25,-22.73,,
Wastewood Verge,pdft,268p,8.66,8.77,8.20,7.88,-0.46,-5.31,-0.89,-10.15
Surge of Brilliance,who,57,0.62,6.89,0.22,0.62,-0.40,-64.52,-6.27,-91.00
Obyra's Attendants // Desperate Parry,woe,63,0.09,0.10,0.07,0.14,-0.02,-22.22,0.04,40.00
Venerable Knight,eld,35,0.23,0.32,0.12,0.43,-0.11,-47.83,0.11,34.37
Wildcall,ugin,146,1.59,,6.68,,5.09,320.13,,
Fell Beast's Shriek // Fell Beast's Shriek,altc,18,0.21,,,,,,,
Mystic Skyfish,m21,326,0.20,,0.16,,-0.04,-20.00,,
Swamp,jmp,59,0.35,,0.19,,-0.16,-45.71,,
Swamp,tmp,340,0.54,,0.28,,-0.26,-48.15,,
Battlewing Mystic,dmu,43,0.09,0.18,0.12,0.09,0.03,33.33,-0.09,-50.00
Birds of Paradise,sld,176,13.06,13.25,11.44,14.57,-1.62,-12.40,1.32,9.96
Bronze Horse,me4,186,,,,,,,,
Wall of Vipers,pcy,80,0.19,1.18,0.15,1.38,-0.04,-21.05,0.20,16.95
Admiral Beckett Brass,plst,XLN-217,0.33,,0.30,,-0.03,-9.09,,
Ragged Playmate,dsk,150,0.06,0.18,0.08,0.06,0.02,33.33,-0.12,-66.67
Mulch,c15,191,0.36,,0.17,,-0.19,-52.78,,
Whiptongue Hydra,c18,36,1.33,,0.50,,-0.83,-62.41,,
Wall of Roots,f08,7,,5.10,,2.79,,,-2.31,-45.29
Pugnacious Hammerskull,plci,208p,0.85,0.99,0.45,0.73,-0.40,-47.06,-0.26,-26.26
War Historian,mom,214,0.04,0.03,0.05,0.04,0.01,25.00,0.01,33.33
Searing Blaze,plst,WWK-90,0.47,,,,,,,
Siren's Call,ced,78,2.06,,0.86,,-1.20,-58.25,,
Mystical Tutor,dmr,421,18.00,22.41,10.81,14.71,-7.19,-39.94,-7.70,-34.36
Essence Warden,prm,95481,,,,,,,,
Blood Operative,grn,63,0.20,0.56,0.08,0.34,-0.12,-60.00,-0.22,-39.29
Selvala's Enforcer,cns,40,0.12,0.60,0.11,0.33,-0.01,-8.33,-0.27,-45.00
Coalstoke Gearhulk,pdft,198s,,1.40,,0.79,,,-0.61,-43.57
Fresh Meat,nph,109,0.26,1.17,0.20,1.15,-0.06,-23.08,-0.02,-1.71
Orzhov Guildgate,gtc,244,0.27,0.76,0.08,0.70,-0.19,-70.37,-0.06,-7.89
Mortify,ltc,269,0.31,,0.19,,-0.12,-38.71,,
