name,set,collector_number,usd,usd_foil,eur,eur_foil,diff_abs,diff_pct,diff_abs_foil,diff_pct_foil
Forest,blb,280,0.25,0.55,0.22,0.56,-0.03,-12.00,0.01,1.82
Fury Sliver,tsp,157,0.56,3.79,0.27,1.45,-0.29,-51.79,-2.34,-61.74
Kor Outfitter,zen,21,0.11,1.77,0.10,2.29,-0.01,-9.09,0.52,29.38
Spirit,tmm2,5,0.09,,,,,,,
Siren Lookout,xln,78,0.03,0.21,0.04,0.23,0.01,33.33,0.02,9.52
Web,3ed,229,0.88,,0.76,,-0.12,-13.64,,
Wastewood Verge,pdft,268p,7.51,7.72,7.03,7.05,-0.48,-6.39,-0.67,-8.68
Surge of Brilliance,who,57,0.26,4.84,0.21,0.60,-0.05,-19.23,-4.24,-87.60
Obyra's Attendants // Desperate Parry,woe,63,0.10,0.09,0.16,0.13,0.06,60.00,0.04,44.44
Venerable Knight,eld,35,0.10,0.34,0.10,0.23,0.00,0.00,-0.11,-32.35
Wildcall,ugin,146,1.98,,6.68,,4.70,237.37,,
Fell Beast's Shriek // Fell Beast's Shriek,altc,18,0.19,,,,,,,
Mystic Skyfish,m21,326,0.11,,0.12,,0.01,9.09,,
Swamp,jmp,59,0.24,,0.18,,-0.06,-25.00,,
Swamp,tmp,340,0.47,,0.37,,-0.10,-21.28,,
Battlewing Mystic,dmu,43,0.07,0.06,0.07,0.08,0.00,0.00,0.02,33.33
Birds of Paradise,sld,176,12.60,12.36,10.08,11.75,-2.52,-20.00,-0.61,-4.94
Bronze Horse,me4,186,,,,,,,,
Wall of Vipers,pcy,80,0.17,0.89,0.17,1.64,0.00,0.00,0.75,84.27
Admiral Beckett Brass,plst,XLN-217,0.37,,0.52,,0.15,40.54,,
Ragged Playmate,dsk,150,0.08,0.15,0.04,0.17,-0.04,-50.00,0.02,13.33
Mulch,c15,191,0.40,,0.26,,-0.14,-35.00,,
Whiptongue Hydra,c18,36,1.13,,0.66,,-0.47,-41.59,,
Wall of Roots,f08,7,,5.04,,2.52,,,-2.52,-50.00
Pugnacious Hammerskull,plci,208p,0.39,0.96,0.49,0.73,0.10,25.64,-0.23,-23.96
War Historian,mom,214,0.02,0.02,0.02,0.05,0.00,0.00,0.03,150.00
Searing Blaze,plst,WWK-90,0.48,,,,,,,
Siren's Call,ced,78,2.19,,0.63,,-1.56,-71.23,,
Mystical Tutor,dmr,421,12.64,17.69,9.53,12.52,-3.11,-24.60,-5.17,-29.23
Essence Warden,prm,95481,,,,,,,,
Blood Operative,grn,63,0.23,0.47,0.30,0.34,0.07,30.43,-0.13,-27.66
Selvala's Enforcer,cns,40,0.17,0.60,0.09,0.32,-0.08,-47.06,-0.28,-46.67
Coalstoke Gearhulk,pdft,198s,,1.41,,0.97,,,-0.44,-31.21
Fresh Meat,nph,109,0.23,0.95,0.23,1.39,0.00,0.00,0.44,46.32
Orzhov Guildgate,gtc,244,0.14,0.66,0.12,0.74,-0.02,-14.29,0.08,12.12
Mortify,ltc,269,0.56,,0.17,,-0.39,-69.64,,
Bird,totj,7,,,,,,,,
"Narset, Parter of Veils",sld,1141,18.95,20.25,16.94,19.01,-2.01,-10.61,-1.24,-6.12
Paradise Druid,woc,129,0.23,,0.14,,-0.09,-39.13,,
Run Away Together,woc,108,0.10,,0.13,,0.03,30.00,,
Sinew Sliver,tsr,44,0.39,2.35,0.17,0.90,-0.22,-56.41,-1.45,-61.70
Charge,dom,10,0.04,0.26,0.05,0.20,0.01,25.00,-0.06,-23.08
Island,eld,255,0.09,0.14,0.03,0.17,-0.06,-66.67,0.03,21.43
Novice Knight,m19,30,0.09,0.58,0.10,0.35,0.01,11.11,-0.23,-39.66
Fallen Askari,vis,59,0.15,,0.11,,-0.04,-26.67,,
Altar's Reap,plst,DDR-37,0.17,,0.15,,-0.02,-11.76,,
"Lavinia, Azorius Renegade",rvr,370,0.34,0.36,0.69,1.00,0.35,102.94,0.64,177.78
"Odric, Master Tactician",c20,96,0.43,,0.27,,-0.16,-37.21,,
Afflict,ody,115,0.05,0.55,0.07,0.49,0.02,40.00,-0.06,-10.91
Crown of Gondor,ltc,75,0.34,,0.44,,0.10,29.41,,
Invisible Stalker,isd,60,0.86,10.19,1.04,3.51,0.18,20.93,-6.68,-65.55
"Dakkon, Shadow Slayer",mh2,192,0.53,1.26,0.56,1.70,0.03,5.66,0.44,34.92
Shahrazad,arn,10,452.50,,330.80,,-121.70,-26.90,,
Destructive Tampering,aer,78,0.02,0.22,0.06,0.16,0.04,200.00,-0.06,-27.27
