name,set,collector_number,usd,usd_foil,eur,eur_foil,diff_abs,diff_pct,diff_abs_foil,diff_pct_foil
Forest,blb,280,0.30,0.50,0.28,0.56,-0.02,-6.67,0.06,12.00
Fury Sliver,tsp,157,0.57,3.79,0.24,1.45,-0.33,-57.89,-2.34,-61.74
Kor Outfitter,zen,21,0.14,1.77,0.13,2.29,-0.01,-7.14,0.52,29.38
Spirit,tmm2,5,0.09,,,,,,,
Siren Lookout,xln,78,0.05,0.23,0.03,0.22,-0.02,-40.00,-0.01,-4.35
Web,3ed,229,0.88,,0.76,,-0.12,-13.64,,
Wastewood Verge,pdft,268p,7.64,7.76,7.11,7.03,-0.53,-6.94,-0.73,-9.41
Surge of Brilliance,who,57,0.32,4.98,0.19,0.60,-0.13,-40.62,-4.38,-87.95
Obyra's Attendants // Desperate Parry,woe,63,0.11,0.09,0.14,0.15,0.03,27.27,0.06,66.67
Venerable Knight,eld,35,0.08,0.34,0.09,0.23,0.01,12.50,-0.11,-32.35
Wildcall,ugin,146,1.98,,6.68,,4.70,237.37,,
Fell Beast's Shriek // Fell Beast's Shriek,altc,18,0.20,,,,,,,
Mystic Skyfish,m21,326,0.13,,0.12,,-0.01,-7.69,,
Swamp,jmp,59,0.25,,0.16,,-0.09,-36.00,,
Swamp,tmp,340,0.48,,0.27,,-0.21,-43.75,,
Battlewing Mystic,dmu,43,0.06,0.06,0.09,0.08,0.03,50.00,0.02,33.33
Birds of Paradise,sld,176,12.67,12.42,10.30,11.86,-2.37,-18.71,-0.56,-4.51
Bronze Horse,me4,186,,,,,,,,
Wall of Vipers,pcy,80,0.18,0.89,0.17,1.64,-0.01,-5.56,0.75,84.27
Admiral Beckett Brass,plst,XLN-217,0.35,,0.49,,0.14,40.00,,
Ragged Playmate,dsk,150,0.14,0.16,0.06,0.18,-0.08,-57.14,0.02,12.50
Mulch,c15,191,0.34,,0.26,,-0.08,-23.53,,
Whiptongue Hydra,c18,36,1.16,,0.60,,-0.56,-48.28,,
Wall of Roots,f08,7,,5.04,,2.73,,,-2.31,-45.83
Pugnacious Hammerskull,plci,208p,0.39,0.99,0.41,0.73,0.02,5.13,-0.26,-26.26
War Historian,mom,214,0.03,0.01,0.02,0.05,-0.01,-33.33,0.04,400.00
Searing Blaze,plst,WWK-90,0.48,,,,,,,
Siren's Call,ced,78,2.19,,0.58,,-1.61,-73.52,,
Mystical Tutor,dmr,421,12.84,17.63,11.00,12.77,-1.84,-14.33,-4.86,-27.57
Essence Warden,prm,95481,,,,,,,,
Blood Operative,grn,63,0.22,0.50,0.16,0.35,-0.06,-27.27,-0.15,-30.00
Selvala's Enforcer,cns,40,0.17,0.60,0.11,0.32,-0.06,-35.29,-0.28,-46.67
Coalstoke Gearhulk,pdft,198s,,1.51,,0.97,,,-0.54,-35.76
Fresh Meat,nph,109,0.24,0.95,0.21,1.39,-0.03,-12.50,0.44,46.32
Orzhov Guildgate,gtc,244,0.15,0.67,0.05,0.83,-0.10,-66.67,0.16,23.88
Mortify,ltc,269,0.26,,0.17,,-0.09,-34.62,,
Bird,totj,7,,,,,,,,
"Narset, Parter of Veils",sld,1141,18.95,20.25,17.09,19.91,-1.86,-9.82,-0.34,-1.68
Paradise Druid,woc,129,0.27,,0.16,,-0.11,-40.74,,
Run Away Together,woc,108,0.10,,0.13,,0.03,30.00,,
Sinew Sliver,tsr,44,0.38,2.38,0.19,0.90,-0.19,-50.00,-1.48,-62.18
Charge,dom,10,0.04,0.26,0.07,0.18,0.03,75.00,-0.08,-30.77
Island,eld,255,0.09,0.14,0.05,0.13,-0.04,-44.44,-0.01,-7.14
Novice Knight,m19,30,0.09,0.61,0.11,0.35,0.02,22.22,-0.26,-42.62
Fallen Askari,vis,59,0.15,,0.11,,-0.04,-26.67,,
Altar's Reap,plst,DDR-37,0.13,,0.15,,0.02,15.38,,
"Lavinia, Azorius Renegade",rvr,370,0.34,0.36,0.54,1.19,0.20,58.82,0.83,230.56
"Odric, Master Tactician",c20,96,0.42,,0.26,,-0.16,-38.10,,
Afflict,ody,115,0.06,0.55,0.07,0.49,0.01,16.67,-0.06,-10.91
Crown of Gondor,ltc,75,0.37,,0.43,,0.06,16.22,,
Invisible Stalker,isd,60,0.91,10.32,0.88,3.36,-0.03,-3.30,-6.96,-67.44
"Dakkon, Shadow Slayer",mh2,192,0.59,1.40,0.49,1.56,-0.10,-16.95,0.16,11.43
Shahrazad,arn,10,452.50,,330.80,,-121.70,-26.90,,
Destructive Tampering,aer,78,0.02,0.22,0.06,0.16,0.04,200.00,-0.06,-27.27
Mox Jet,30a,556,,,,,,,,
Harmonize,c20,173,0.28,,0.32,,0.04,14.29,,
Nocturnal Raid,mir,132,0.21,,0.11,,-0.10,-47.62,,
Temporal Manipulation,sld,1169,16.83,17.13,15.65,15.64,-1.18,-7.01,-1.49,-8.70
The Convincing General,unk,MZ05a,,,,,,,,
Archon of the Wild Rose,woe,1,0.25,0.30,0.26,0.35,0.01,4.00,0.05,16.67
Vaevictis Asmadi,bchr,89,,,,,,,,
Flensermite,mbs,41,0.22,1.12,0.26,1.53,0.04,18.18,0.41,36.61
Triskelion,plst,M11-218,,0.46,,0.22,,,-0.24,-52.17
Rite of the Raging Storm,ncc,274,2.17,,0.54,,-1.63,-75.12,,
Lonely Sandbar,sld,2161,,,,,,,,
"Gorion, Wise Mentor",clb,276,0.12,0.14,0.12,0.24,0.00,0.00,0.10,71.43
Wolf,tvow,11,,,,,,,,
Gate Smasher,dtk,239,0.16,0.06,0.09,0.18,-0.07,-43.75,0.12,200.00
"Balamb Garden, SeeD Academy // Balamb Garden, Airborne",fin,272,0.29,0.54,0.27,0.56,-0.02,-6.90,0.02,3.70
Island,fbb,297,4.40,,,,,,,
Kemba's Outfitter,yone,2,,,,,,,,
World Breaker,ogw,126,0.88,8.10,1.16,8.27,0.28,31.82,0.17,2.10
Rogue Kavu,9ed,213★,,0.21,,,,,,
Ornery Tumblewagg,otj,171,0.31,0.29,0.25,0.31,-0.06,-19.35,0.02,6.90
Harbinger of the Seas,mh3,63,2.07,2.73,3.68,5.30,1.61,77.78,2.57,94.14
Mad Auntie,mma,90,0.49,1.01,0.86,1.21,0.37,75.51,0.20,19.80
Coral Eel,9ed,S3,0.16,,0.58,,0.42,262.50,,
Midnight Clock,m3c,189,0.39,,0.20,0.82,-0.19,-48.72,,
Invasion of Tolvada // The Broken Sky,mom,241,0.26,0.38,0.42,0.44,0.16,61.54,0.06,15.79
The Great Juggernaut,unk,RR04b,,,,,,,,
Lurking Nightstalker,p02,77,0.24,,0.32,,0.08,33.33,,
Spark Spray,vma,188,,,,,,,,
Remand,ddm,26,0.30,,0.60,,0.30,100.00,,
Eumidian Hatchery,eoc,40,0.91,,2.55,,1.64,180.22,,
"Lazav, Familiar Stranger",otj,216,0.09,0.18,0.12,0.12,0.03,33.33,-0.06,-33.33
Plains,cma,292,0.25,,0.14,,-0.11,-44.00,,
Plains,brb,128,0.87,,1.59,,0.72,82.76,,
"Edric, Spymaster of Trest",cns,187,1.59,8.38,0.90,5.36,-0.69,-43.40,-3.02,-36.04
Clearwater Pathway // Clearwater Pathway,aznr,25,,,,,,,,
Crossbow Infantry,9ed,12★,,1.05,,,,,,
Bubbling Beebles,uds,29,0.15,6.61,0.08,3.73,-0.07,-46.67,-2.88,-43.57
Second Breakfast,ltr,29,0.12,0.16,0.05,0.07,-0.07,-58.33,-0.09,-56.25
"Ulasht, the Hate Seed",2x2,289,0.17,0.31,0.16,0.51,-0.01,-5.88,0.20,64.52
Unholy Strength,7ed,168,0.11,,0.16,,0.05,45.45,,
Forest,wc02,rl349,1.99,,,,,,,
Consecrate // Consume,rna,224,0.13,0.17,0.09,0.55,-0.04,-30.77,0.38,223.53
Thornwood Falls,ema,246,0.09,0.30,0.09,0.27,0.00,0.00,-0.03,-10.00
Goblin Bowling Team,ugl,44,0.33,,0.22,,-0.11,-33.33,,
Improvised Arsenal,tmt,92,7.99,,1.69,3.69,-6.30,-78.85,,
Elvish Aberration,pal03,7,,1.83,,0.80,,,-1.03,-56.28
"Farid, Enterprising Salvager",brc,13,0.17,,0.21,,0.04,23.53,,
Wings of Aesthir,me2,199,,,,,,,,
Mwonvuli Beast Tracker,m13,177,0.22,1.19,0.24,0.86,0.02,9.09,-0.33,-27.73
Return to Dust,khc,32,0.12,,0.17,,0.05,41.67,,
Emberheart Challenger,blb,133,1.33,2.70,2.41,3.31,1.08,81.20,0.61,22.59
Royal Assassin,dmr,310,0.56,0.88,0.51,0.99,-0.05,-8.93,0.11,12.50
Shock,aer,98,0.05,0.18,0.02,0.81,-0.03,-60.00,0.63,350.00
Eldrazi Temple,sld,1154,48.37,45.61,45.37,66.42,-3.00,-6.20,20.81,45.63
Voyager Glidecar,pdft,36p,0.50,,0.10,0.30,-0.40,-80.00,,
Walk the Plank,xln,130,0.15,0.51,0.11,0.28,-0.04,-26.67,-0.23,-45.10
Sphinx's Revelation,mm3,187,1.18,1.52,1.09,0.89,-0.09,-7.63,-0.63,-41.45
Mise,unh,38,0.24,6.00,0.18,1.68,-0.06,-25.00,-4.32,-72.00
Kor Entanglers,bfz,36,0.11,0.51,0.08,0.28,-0.03,-27.27,-0.23,-45.10
Tail Swipe,j25,721,0.33,,0.25,,-0.08,-24.24,,
Briarbridge Patrol,sir,187,,,,,,,,
The Restoration of Eiganjo // Architect of Restoration,prm,97897,,,,,,,,
Spread the Sickness,mm2,98,0.14,0.48,0.18,0.35,0.04,28.57,-0.13,-27.08
"Izoni, Thousand-Eyed",gk1,50,,0.79,,1.22,,,0.43,54.43
Oracle of the Alpha,ydmu,4,,,,,,,,
"Alesha, Who Laughs at Fate",fdn,476,2.77,3.18,2.39,2.87,-0.38,-13.72,-0.31,-9.75
Duelist's Heritage,c16,1,1.76,,1.55,,-0.21,-11.93,,
"Lazav, Dimir Mastermind",znc,92,0.65,,0.59,,-0.06,-9.23,,
Celestial Kirin,sok,3,0.65,12.84,0.59,7.27,-0.06,-9.23,-5.57,-43.38
Courage in Crisis,plst,WAR-158,0.19,,,,,,,
Green Sun's Twilight,pone,169p,0.27,0.37,0.15,0.44,-0.12,-44.44,0.07,18.92
