name,set,collector_number,usd,usd_foil,eur,eur_foil,diff_abs,diff_pct,diff_abs_foil,diff_pct_foil
Forest,blb,280,0.25,0.77,0.23,0.56,-0.02,-8.00,-0.21,-27.27
Fury Sliver,tsp,157,0.46,3.79,0.23,1.34,-0.23,-50.00,-2.45,-64.64
Kor Outfitter,zen,21,0.11,1.77,0.13,2.31,0.02,18.18,0.54,30.51
Spirit,tmm2,5,0.09,,,,,,,
Siren Lookout,xln,78,0.04,0.21,0.04,0.19,0.00,0.00,-0.02,-9.52
Web,3ed,229,0.85,,0.75,,-0.10,-11.76,,
Wastewood Verge,pdft,268p,6.39,7.10,7.13,6.99,0.74,11.58,-0.11,-1.55
Surge of Brilliance,who,57,0.23,4.84,0.25,0.65,0.02,8.70,-4.19,-86.57
Obyra's Attendants // Desperate Parry,woe,63,0.04,0.13,0.02,0.11,-0.02,-50.00,-0.02,-15.38
Venerable Knight,eld,35,0.15,0.33,0.11,0.26,-0.04,-26.67,-0.07,-21.21
Wildcall,ugin,146,1.98,,7.02,,5.04,254.55,,
Fell Beast's Shriek // Fell Beast's Shriek,altc,18,0.19,,,,,,,
Mystic Skyfish,m21,326,0.10,,0.12,,0.02,20.00,,
Swamp,jmp,59,0.22,,0.36,,0.14,63.64,,
Swamp,tmp,340,0.50,,0.41,,-0.09,-18.00,,
Battlewing Mystic,dmu,43,0.07,0.07,0.07,0.08,0.00,0.00,0.01,14.29
Birds of Paradise,sld,176,11.97,12.04,10.00,10.57,-1.97,-16.46,-1.47,-12.21
Bronze Horse,me4,186,,,,,,,,
Wall of Vipers,pcy,80,0.17,0.50,0.15,1.55,-0.02,-11.76,1.05,210.00
Admiral Beckett Brass,plst,XLN-217,0.35,,0.30,,-0.05,-14.29,,
Ragged Playmate,dsk,150,0.07,0.14,0.10,0.13,0.03,42.86,-0.01,-7.14
Mulch,c15,191,0.39,,0.24,,-0.15,-38.46,,
Whiptongue Hydra,c18,36,0.96,,1.02,,0.06,6.25,,
Wall of Roots,f08,7,,5.08,,2.20,,,-2.88,-56.69
