name,set,collector_number,usd,usd_foil,eur,eur_foil,diff_abs,diff_pct,diff_abs_foil,diff_pct_foil
Forest,blb,280,0.22,0.56,0.24,0.39,0.02,9.09,-0.17,-30.36
Fury Sliver,tsp,157,0.44,3.72,0.18,1.41,-0.26,-59.09,-2.31,-62.10
Kor Outfitter,zen,21,0.10,1.93,0.20,2.30,0.10,100.00,0.37,19.17
Spirit,tmm2,5,0.11,,,,,,,
Siren Lookout,xln,78,0.09,0.20,0.03,0.22,-0.06,-66.67,0.02,10.00
Web,3ed,229,0.81,,0.83,,0.02,2.47,,
Wastewood Verge,pdft,268p,6.29,7.11,6.58,7.02,0.29,4.61,-0.09,-1.27
Surge of Brilliance,who,57,0.23,4.82,0.27,0.44,0.04,17.39,-4.38,-90.87
Obyra's Attendants // Desperate Parry,woe,63,0.04,0.14,0.07,0.13,0.03,75.00,-0.01,-7.14
Venerable Knight,eld,35,0.12,0.31,0.12,0.28,0.00,0.00,-0.03,-9.68
Wildcall,ugin,146,1.09,,7.02,,5.93,544.04,,
Fell Beast's Shriek // Fell Beast's Shriek,altc,18,0.20,,,,,,,
Mystic Skyfish,m21,326,0.11,,0.11,,0.00,0.00,,
Swamp,jmp,59,0.21,,0.49,,0.28,133.33,,
Swamp,tmp,340,0.46,,0.46,,0.00,0.00,,
Battlewing Mystic,dmu,43,0.08,0.07,0.04,0.07,-0.04,-50.00,0.00,0.00
Birds of Paradise,sld,176,11.92,11.95,10.72,10.13,-1.20,-10.07,-1.82,-15.23
Bronze Horse,me4,186,,,,,,,,
Wall of Vipers,pcy,80,0.17,0.50,0.12,1.55,-0.05,-29.41,1.05,210.00
Admiral Beckett Brass,plst,XLN-217,0.36,,0.30,,-0.06,-16.67,,
Ragged Playmate,dsk,150,0.04,0.14,0.11,0.20,0.07,175.00,0.06,42.86
Mulch,c15,191,0.16,,0.15,,-0.01,-6.25,,
Whiptongue Hydra,c18,36,1.00,,0.57,,-0.43,-43.00,,
Wall of Roots,f08,7,,4.96,,2.20,,,-2.76,-55.65
Pugnacious Hammerskull,plci,208p,0.42,0.90,0.47,0.76,0.05,11.90,-0.14,-15.56
War Historian,mom,214,0.02,0.02,0.02,0.03,0.00,0.00,0.01,50.00
Searing Blaze,plst,WWK-90,0.77,,,,,,,
Siren's Call,ced,78,2.18,,0.63,,-1.55,-71.10,,
