name,set,collector_number,usd,usd_foil,eur,eur_foil,diff_abs,diff_pct,diff_abs_foil,diff_pct_foil
Forest,blb,280,0.22,0.62,0.23,0.48,0.01,4.55,-0.14,-22.58
Fury Sliver,tsp,157,0.43,3.79,0.22,1.46,-0.21,-48.84,-2.33,-61.48
Kor Outfitter,zen,21,0.12,1.54,0.08,2.29,-0.04,-33.33,0.75,48.70
Spirit,tmm2,5,0.11,,,,,,,
Siren Lookout,xln,78,0.09,0.26,0.10,0.22,0.01,11.11,-0.04,-15.38
Web,3ed,229,0.74,,0.86,,0.12,16.22,,
Wastewood Verge,pdft,268p,6.15,7.19,6.79,7.11,0.64,10.41,-0.08,-1.11
Surge of Brilliance,who,57,0.27,4.74,0.24,0.50,-0.03,-11.11,-4.24,-89.45
Obyra's Attendants // Desperate Parry,woe,63,0.03,0.13,0.13,0.19,0.10,333.33,0.06,46.15
Venerable Knight,eld,35,0.15,0.33,0.10,0.25,-0.05,-33.33,-0.08,-24.24
Wildcall,ugin,146,1.09,,1.34,,0.25,22.94,,
Fell Beast's Shriek // Fell Beast's Shriek,altc,18,0.21,,,,,,,
Mystic Skyfish,m21,326,0.05,,0.11,,0.06,120.00,,
Swamp,jmp,59,0.23,,0.51,,0.28,121.74,,
Swamp,tmp,340,0.46,,0.43,,-0.03,-6.52,,
Battlewing Mystic,dmu,43,0.07,0.07,0.04,0.07,-0.03,-42.86,0.00,0.00
Birds of Paradise,sld,176,10.55,11.36,10.41,9.99,-0.14,-1.33,-1.37,-12.06
Bronze Horse,me4,186,,,,,,,,
Wall of Vipers,pcy,80,0.17,0.50,0.14,1.66,-0.03,-17.65,1.16,232.00
Admiral Beckett Brass,plst,XLN-217,0.36,,0.21,,-0.15,-41.67,,
Ragged Playmate,dsk,150,0.08,0.13,0.12,0.13,0.04,50.00,0.00,0.00
Mulch,c15,191,0.15,,0.16,,0.01,6.67,,
Whiptongue Hydra,c18,36,0.96,,0.60,,-0.36,-37.50,,
Wall of Roots,f08,7,,4.63,,2.34,,,-2.29,-49.46
Pugnacious Hammerskull,plci,208p,0.43,0.90,0.46,0.77,0.03,6.98,-0.13,-14.44
War Historian,mom,214,0.02,0.02,0.02,0.04,0.00,0.00,0.02,100.00
Searing Blaze,plst,WWK-90,0.30,,,,,,,
Siren's Call,ced,78,2.12,,0.63,,-1.49,-70.28,,
Mystical Tutor,dmr,421,12.40,17.66,9.57,14.50,-2.83,-22.82,-3.16,-17.89
Essence Warden,prm,95481,,,,,,,,
Blood Operative,grn,63,0.15,0.34,0.15,0.18,0.00,0.00,-0.16,-47.06
Selvala's Enforcer,cns,40,0.14,,0.09,0.34,-0.05,-35.71,,
Coalstoke Gearhulk,pdft,198s,,1.42,,1.75,,,0.33,23.24
Fresh Meat,nph,109,0.25,0.98,0.31,1.23,0.06,24.00,0.25,25.51
Orzhov Guildgate,gtc,244,0.08,0.69,0.14,0.60,0.06,75.00,-0.09,-13.04
Mortify,ltc,269,0.14,,0.22,,0.08,57.14,,
Bird,totj,7,,,,,,,,
"Narset, Parter of Veils",sld,1141,18.47,19.64,15.23,20.17,-3.24,-17.54,0.53,2.70
Paradise Druid,woc,129,0.18,,0.14,,-0.04,-22.22,,
Run Away Together,woc,108,0.11,,0.08,,-0.03,-27.27,,
Sinew Sliver,tsr,44,0.34,1.79,0.20,0.99,-0.14,-41.18,-0.80,-44.69
Charge,dom,10,0.08,0.37,0.03,0.17,-0.05,-62.50,-0.20,-54.05
Island,eld,255,0.10,0.14,0.07,0.20,-0.03,-30.00,0.06,42.86
Novice Knight,m19,30,0.10,0.65,0.09,0.41,-0.01,-10.00,-0.24,-36.92
Fallen Askari,vis,59,0.16,,0.09,,-0.07,-43.75,,
Altar's Reap,plst,DDR-37,0.16,,0.11,,-0.05,-31.25,,
"Lavinia, Azorius Renegade",rvr,370,0.38,0.49,0.69,1.53,0.31,81.58,1.04,212.24
"Odric, Master Tactician",c20,96,0.27,,0.24,,-0.03,-11.11,,
Afflict,ody,115,0.12,0.43,0.06,0.34,-0.06,-50.00,-0.09,-20.93
Crown of Gondor,ltc,75,0.24,,0.28,,0.04,16.67,,
Invisible Stalker,isd,60,0.51,9.32,1.05,5.79,0.54,105.88,-3.53,-37.88
"Dakkon, Shadow Slayer",mh2,192,0.58,1.09,0.60,2.48,0.02,3.45,1.39,127.52
Shahrazad,arn,10,455.00,,319.69,,-135.31,-29.74,,
Destructive Tampering,aer,78,0.02,0.20,0.03,0.15,0.01,50.00,-0.05,-25.00
Mox Jet,30a,556,,,,,,,,
Harmonize,c20,173,0.23,,0.28,,0.05,21.74,,
Nocturnal Raid,mir,132,0.23,,0.10,,-0.13,-56.52,,
Temporal Manipulation,sld,1169,16.24,16.93,16.15,16.03,-0.09,-0.55,-0.90,-5.32
The Convincing General,unk,MZ05a,,,,,,,,
Archon of the Wild Rose,woe,1,0.16,0.23,0.20,0.31,0.04,25.00,0.08,34.78
Vaevictis Asmadi,bchr,89,,,,,,,,
Flensermite,mbs,41,0.19,1.14,0.29,1.11,0.10,52.63,-0.03,-2.63
