name,set,collector_number,usd,usd_foil,eur,eur_foil,diff_abs,diff_pct,diff_abs_foil,diff_pct_foil
Forest,blb,280,0.23,0.84,0.24,0.48,0.01,4.35,-0.36,-42.86
Fury Sliver,tsp,157,0.48,3.79,0.20,1.34,-0.28,-58.33,-2.45,-64.64
Kor Outfitter,zen,21,0.11,1.77,0.19,2.31,0.08,72.73,0.54,30.51
Spirit,tmm2,5,0.09,,,,,,,
Siren Lookout,xln,78,0.03,0.21,0.06,0.19,0.03,100.00,-0.02,-9.52
Web,3ed,229,0.88,,0.94,,0.06,6.82,,
Wastewood Verge,pdft,268p,6.37,7.19,7.06,7.06,0.69,10.83,-0.13,-1.81
Surge of Brilliance,who,57,0.11,4.84,0.23,0.60,0.12,109.09,-4.24,-87.60
Obyra's Attendants // Desperate Parry,woe,63,0.09,0.11,0.09,0.15,0.00,0.00,0.04,36.36
Venerable Knight,eld,35,0.12,0.34,0.12,0.23,0.00,0.00,-0.11,-32.35
Wildcall,ugin,146,1.98,,7.02,,5.04,254.55,,
Fell Beast's Shriek // Fell Beast's Shriek,altc,18,0.19,,,,,,,
Mystic Skyfish,m21,326,0.11,,0.12,,0.01,9.09,,
Swamp,jmp,59,0.21,,0.27,,0.06,28.57,,
Swamp,tmp,340,0.50,,0.51,,0.01,2.00,,
Battlewing Mystic,dmu,43,0.05,0.07,0.06,0.08,0.01,20.00,0.01,14.29
Birds of Paradise,sld,176,12.29,12.18,10.16,11.45,-2.13,-17.33,-0.73,-5.99
Bronze Horse,me4,186,,,,,,,,
Wall of Vipers,pcy,80,0.17,0.50,0.11,1.64,-0.06,-35.29,1.14,228.00
Admiral Beckett Brass,plst,XLN-217,0.36,,0.55,,0.19,52.78,,
Ragged Playmate,dsk,150,0.05,0.14,0.08,0.18,0.03,60.00,0.04,28.57
Mulch,c15,191,0.35,,0.24,,-0.11,-31.43,,
Whiptongue Hydra,c18,36,1.11,,0.98,,-0.13,-11.71,,
Wall of Roots,f08,7,,4.76,,2.35,,,-2.41,-50.63
Pugnacious Hammerskull,plci,208p,0.39,0.96,0.47,0.73,0.08,20.51,-0.23,-23.96
War Historian,mom,214,0.02,0.02,0.02,0.05,0.00,0.00,0.03,150.00
Searing Blaze,plst,WWK-90,0.53,,,,,,,
Siren's Call,ced,78,2.19,,0.63,,-1.56,-71.23,,
Mystical Tutor,dmr,421,13.02,17.80,10.60,13.17,-2.42,-18.59,-4.63,-26.01
Essence Warden,prm,95481,,,,,,,,
Blood Operative,grn,63,0.22,0.47,0.24,0.37,0.02,9.09,-0.10,-21.28
Selvala's Enforcer,cns,40,0.17,0.60,0.11,0.32,-0.06,-35.29,-0.28,-46.67
Coalstoke Gearhulk,pdft,198s,,1.38,,1.57,,,0.19,13.77
Fresh Meat,nph,109,0.23,0.95,0.18,1.39,-0.05,-21.74,0.44,46.32
Orzhov Guildgate,gtc,244,0.13,0.68,0.18,0.74,0.05,38.46,0.06,8.82
Mortify,ltc,269,0.18,,0.18,,0.00,0.00,,
Bird,totj,7,,,,,,,,
"Narset, Parter of Veils",sld,1141,18.94,20.18,16.15,18.63,-2.79,-14.73,-1.55,-7.68
Paradise Druid,woc,129,0.18,,0.13,,-0.05,-27.78,,
Run Away Together,woc,108,0.10,,0.08,,-0.02,-20.00,,
Sinew Sliver,tsr,44,0.40,2.17,0.21,0.88,-0.19,-47.50,-1.29,-59.45
Charge,dom,10,0.04,0.26,0.02,0.20,-0.02,-50.00,-0.06,-23.08
Island,eld,255,0.09,0.13,0.04,0.16,-0.05,-55.56,0.03,23.08
Novice Knight,m19,30,0.09,0.58,0.07,0.35,-0.02,-22.22,-0.23,-39.66
Fallen Askari,vis,59,0.16,,0.09,,-0.07,-43.75,,
Altar's Reap,plst,DDR-37,0.14,,0.15,,0.01,7.14,,
"Lavinia, Azorius Renegade",rvr,370,0.32,0.37,0.59,0.89,0.27,84.37,0.52,140.54
"Odric, Master Tactician",c20,96,0.37,,0.29,,-0.08,-21.62,,
Afflict,ody,115,0.07,0.55,0.11,0.47,0.04,57.14,-0.08,-14.55
Crown of Gondor,ltc,75,0.24,,0.29,,0.05,20.83,,
Invisible Stalker,isd,60,0.75,9.70,0.87,4.09,0.12,16.00,-5.61,-57.84
"Dakkon, Shadow Slayer",mh2,192,0.55,1.24,0.42,1.61,-0.13,-23.64,0.37,29.84
Shahrazad,arn,10,453.33,,330.64,,-122.69,-27.06,,
Destructive Tampering,aer,78,0.02,0.21,0.05,0.15,0.03,150.00,-0.06,-28.57
Mox Jet,30a,556,,,,,,,,
Harmonize,c20,173,0.25,,0.26,,0.01,4.00,,
Nocturnal Raid,mir,132,0.22,,0.19,,-0.03,-13.64,,
Temporal Manipulation,sld,1169,16.80,16.89,16.02,16.28,-0.78,-4.64,-0.61,-3.61
The Convincing General,unk,MZ05a,,,,,,,,
Archon of the Wild Rose,woe,1,0.18,0.31,0.26,0.42,0.08,44.44,0.11,35.48
Vaevictis Asmadi,bchr,89,,,,,,,,
Flensermite,mbs,41,0.21,1.11,0.28,1.41,0.07,33.33,0.30,27.03
Triskelion,plst,M11-218,,0.43,,0.23,,,-0.20,-46.51
Rite of the Raging Storm,ncc,274,3.51,,0.40,,-3.11,-88.60,,
Lonely Sandbar,sld,2161,,,,,,,,
"Gorion, Wise Mentor",clb,276,0.11,0.12,0.12,0.19,0.01,9.09,0.07,58.33
Wolf,tvow,11,,,,,,,,
Gate Smasher,dtk,239,0.17,0.49,0.08,0.18,-0.09,-52.94,-0.31,-63.27
"Balamb Garden, SeeD Academy // Balamb Garden, Airborne",fin,272,0.35,0.60,0.21,0.37,-0.14,-40.00,-0.23,-38.33
Island,fbb,297,4.25,,,,,,,
Kemba's Outfitter,yone,2,,,,,,,,
World Breaker,ogw,126,0.88,8.18,1.74,8.27,0.86,97.73,0.09,1.10
Rogue Kavu,9ed,213★,,0.21,,,,,,
Ornery Tumblewagg,otj,171,0.19,0.25,0.25,0.39,0.06,31.58,0.14,56.00
Harbinger of the Seas,mh3,63,1.53,3.33,3.72,5.19,2.19,143.14,1.86,55.86
