name,set,collector_number,usd,usd_foil,eur,eur_foil,diff_abs,diff_pct,diff_abs_foil,diff_pct_foil
Forest,blb,280,0.30,0.42,0.24,0.44,-0.06,-20.00,0.02,4.76
Fury Sliver,tsp,157,0.55,3.79,0.13,1.45,-0.42,-76.36,-2.34,-61.74
Kor Outfitter,zen,21,0.16,1.77,0.09,2.29,-0.07,-43.75,0.52,29.38
Spirit,tmm2,5,0.09,,,,,,,
Siren Lookout,xln,78,0.07,0.23,0.14,0.22,0.07,100.00,-0.01,-4.35
Web,3ed,229,0.94,,0.76,,-0.18,-19.15,,
Wastewood Verge,pdft,268p,7.70,7.74,7.17,7.26,-0.53,-6.88,-0.48,-6.20
Surge of Brilliance,who,57,0.36,5.50,0.23,0.62,-0.13,-36.11,-4.88,-88.73
Obyra's Attendants // Desperate Parry,woe,63,0.07,0.10,0.13,0.17,0.06,85.71,0.07,70.00
Venerable Knight,eld,35,0.09,0.33,0.15,0.28,0.06,66.67,-0.05,-15.15
Wildcall,ugin,146,1.98,,6.68,,4.70,237.37,,
Fell Beast's Shriek // Fell Beast's Shriek,altc,18,0.20,,,,,,,
Mystic Skyfish,m21,326,0.13,,0.14,,0.01,7.69,,
Swamp,jmp,59,0.28,,0.24,,-0.04,-14.29,,
Swamp,tmp,340,0.54,,0.42,,-0.12,-22.22,,
Battlewing Mystic,dmu,43,0.08,0.04,0.08,0.08,0.00,0.00,0.04,100.00
Birds of Paradise,sld,176,12.61,12.76,10.81,11.70,-1.80,-14.27,-1.06,-8.31
Bronze Horse,me4,186,,,,,,,,
Wall of Vipers,pcy,80,0.18,1.05,0.20,1.69,0.02,11.11,0.64,60.95
Admiral Beckett Brass,plst,XLN-217,0.37,,0.37,,0.00,0.00,,
Ragged Playmate,dsk,150,0.21,0.18,0.05,0.21,-0.16,-76.19,0.03,16.67
Mulch,c15,191,0.33,,0.22,,-0.11,-33.33,,
Whiptongue Hydra,c18,36,1.15,,0.52,,-0.63,-54.78,,
Wall of Roots,f08,7,,5.03,,2.67,,,-2.36,-46.92
Pugnacious Hammerskull,plci,208p,0.40,0.99,0.42,0.73,0.02,5.00,-0.26,-26.26
War Historian,mom,214,0.02,0.01,0.02,0.05,0.00,0.00,0.04,400.00
Searing Blaze,plst,WWK-90,0.43,,,,,,,
Siren's Call,ced,78,2.19,,0.58,,-1.61,-73.52,,
Mystical Tutor,dmr,421,13.76,16.18,10.61,13.02,-3.15,-22.89,-3.16,-19.53
Essence Warden,prm,95481,,,,,,,,
Blood Operative,grn,63,0.22,0.53,0.12,0.34,-0.10,-45.45,-0.19,-35.85
Selvala's Enforcer,cns,40,0.16,0.60,0.11,0.32,-0.05,-31.25,-0.28,-46.67
Coalstoke Gearhulk,pdft,198s,,1.66,,0.97,,,-0.69,-41.57
Fresh Meat,nph,109,0.24,0.95,0.21,1.39,-0.03,-12.50,0.44,46.32
Orzhov Guildgate,gtc,244,0.20,0.67,0.02,0.83,-0.18,-90.00,0.16,23.88
Mortify,ltc,269,0.29,,0.19,,-0.10,-34.48,,
Bird,totj,7,,,,,,,,
"Narset, Parter of Veils",sld,1141,18.73,20.52,17.59,20.23,-1.14,-6.09,-0.29,-1.41
Paradise Druid,woc,129,0.37,,0.18,,-0.19,-51.35,,
Run Away Together,woc,108,0.12,,0.12,,0.00,0.00,,
Sinew Sliver,tsr,44,0.43,2.47,0.27,1.10,-0.16,-37.21,-1.37,-55.47
Charge,dom,10,0.04,0.26,0.06,0.18,0.02,50.00,-0.08,-30.77
Island,eld,255,0.10,0.13,0.05,0.14,-0.05,-50.00,0.01,7.69
Novice Knight,m19,30,0.10,0.61,0.13,0.38,0.03,30.00,-0.23,-37.70
Fallen Askari,vis,59,0.15,,0.12,,-0.03,-20.00,,
Altar's Reap,plst,DDR-37,0.14,,0.15,,0.01,7.14,,
"Lavinia, Azorius Renegade",rvr,370,0.34,0.37,0.55,1.14,0.21,61.76,0.77,208.11
"Odric, Master Tactician",c20,96,0.39,,0.33,,-0.06,-15.38,,
Afflict,ody,115,0.06,0.55,0.07,0.54,0.01,16.67,-0.01,-1.82
Crown of Gondor,ltc,75,0.42,,0.50,,0.08,19.05,,
Invisible Stalker,isd,60,0.94,10.43,0.91,3.23,-0.03,-3.19,-7.20,-69.03
"Dakkon, Shadow Slayer",mh2,192,0.63,1.42,0.50,1.56,-0.13,-20.63,0.14,9.86
Shahrazad,arn,10,452.50,,315.83,,-136.67,-30.20,,
