name,set,collector_number,usd,usd_foil,eur,eur_foil,diff_abs,diff_pct,diff_abs_foil,diff_pct_foil
Forest,blb,280,0.32,0.47,0.26,0.42,-0.06,-18.75,-0.05,-10.64
Fury Sliver,tsp,157,0.55,3.79,0.18,1.45,-0.37,-67.27,-2.34,-61.74
Kor Outfitter,zen,21,0.16,1.77,0.11,2.29,-0.05,-31.25,0.52,29.38
Spirit,tmm2,5,0.09,,,,,,,
Siren Lookout,xln,78,0.07,0.23,0.13,0.22,0.06,85.71,-0.01,-4.35
Web,3ed,229,0.95,,0.75,,-0.20,-21.05,,
Wastewood Verge,pdft,268p,7.70,7.71,7.17,7.26,-0.53,-6.88,-0.45,-5.84
Surge of Brilliance,who,57,0.33,5.50,0.23,0.66,-0.10,-30.30,-4.84,-88.00
Obyra's Attendants // Desperate Parry,woe,63,0.07,0.10,0.12,0.17,0.05,71.43,0.07,70.00
Venerable Knight,eld,35,0.09,0.33,0.11,0.23,0.02,22.22,-0.10,-30.30
Wildcall,ugin,146,1.98,,6.68,,4.70,237.37,,
Fell Beast's Shriek // Fell Beast's Shriek,altc,18,0.20,,,,,,,
Mystic Skyfish,m21,326,0.13,,0.14,,0.01,7.69,,
Swamp,jmp,59,0.26,,0.25,,-0.01,-3.85,,
Swamp,tmp,340,0.54,,0.33,,-0.21,-38.89,,
Battlewing Mystic,dmu,43,0.08,0.05,0.08,0.08,0.00,0.00,0.03,60.00
Birds of Paradise,sld,176,12.61,12.65,10.81,11.70,-1.80,-14.27,-0.95,-7.51
Bronze Horse,me4,186,,,,,,,,
Wall of Vipers,pcy,80,0.17,1.05,0.20,1.69,0.03,17.65,0.64,60.95
Admiral Beckett Brass,plst,XLN-217,0.36,,0.38,,0.02,5.56,,
Ragged Playmate,dsk,150,0.21,0.19,0.05,0.20,-0.16,-76.19,0.01,5.26
Mulch,c15,191,0.33,,0.22,,-0.11,-33.33,,
Whiptongue Hydra,c18,36,1.15,,0.52,,-0.63,-54.78,,
Wall of Roots,f08,7,,5.04,,2.67,,,-2.37,-47.02
Pugnacious Hammerskull,plci,208p,0.39,0.99,0.42,0.73,0.03,7.69,-0.26,-26.26
War Historian,mom,214,0.02,0.01,0.02,0.05,0.00,0.00,0.04,400.00
Searing Blaze,plst,WWK-90,0.47,,,,,,,
Siren's Call,ced,78,2.19,,0.58,,-1.61,-73.52,,
Mystical Tutor,dmr,421,13.72,17.94,10.98,12.78,-2.74,-19.97,-5.16,-28.76
Essence Warden,prm,95481,,,,,,,,
Blood Operative,grn,63,0.22,0.50,0.06,0.34,-0.16,-72.73,-0.16,-32.00
Selvala's Enforcer,cns,40,0.16,0.60,0.11,0.32,-0.05,-31.25,-0.28,-46.67
Coalstoke Gearhulk,pdft,198s,,1.66,,0.97,,,-0.69,-41.57
Fresh Meat,nph,109,0.24,0.95,0.21,1.39,-0.03,-12.50,0.44,46.32
Orzhov Guildgate,gtc,244,0.19,0.67,0.02,0.83,-0.17,-89.47,0.16,23.88
Mortify,ltc,269,0.30,,0.21,,-0.09,-30.00,,
Bird,totj,7,,,,,,,,
"Narset, Parter of Veils",sld,1141,18.73,20.52,17.09,20.23,-1.64,-8.76,-0.29,-1.41
Paradise Druid,woc,129,0.30,,0.18,,-0.12,-40.00,,
Run Away Together,woc,108,0.12,,0.12,,0.00,0.00,,
Sinew Sliver,tsr,44,0.42,2.47,0.28,0.88,-0.14,-33.33,-1.59,-64.37
Charge,dom,10,0.04,0.26,0.07,0.18,0.03,75.00,-0.08,-30.77
Island,eld,255,0.10,0.13,0.05,0.12,-0.05,-50.00,-0.01,-7.69
Novice Knight,m19,30,0.10,0.61,0.13,0.38,0.03,30.00,-0.23,-37.70
Fallen Askari,vis,59,0.15,,0.13,,-0.02,-13.33,,
Altar's Reap,plst,DDR-37,0.14,,0.15,,0.01,7.14,,
"Lavinia, Azorius Renegade",rvr,370,0.33,0.37,0.53,1.14,0.20,60.61,0.77,208.11
"Odric, Master Tactician",c20,96,0.40,,0.28,,-0.12,-30.00,,
Afflict,ody,115,0.05,0.55,0.05,0.54,0.00,0.00,-0.01,-1.82
Crown of Gondor,ltc,75,0.37,,0.41,,0.04,10.81,,
Invisible Stalker,isd,60,0.91,10.29,0.84,3.23,-0.07,-7.69,-7.06,-68.61
"Dakkon, Shadow Slayer",mh2,192,0.64,1.42,0.51,1.56,-0.13,-20.31,0.14,9.86
Shahrazad,arn,10,452.50,,315.83,,-136.67,-30.20,,
Destructive Tampering,aer,78,0.01,0.22,0.06,0.16,0.05,500.00,-0.06,-27.27
Mox Jet,30a,556,,,,,,,,
Harmonize,c20,173,0.30,,0.31,,0.01,3.33,,
Nocturnal Raid,mir,132,0.22,,0.08,,-0.14,-63.64,,
Temporal Manipulation,sld,1169,16.75,17.13,15.26,15.60,-1.49,-8.90,-1.53,-8.93
The Convincing General,unk,MZ05a,,,,,,,,
Archon of the Wild Rose,woe,1,0.27,0.29,0.18,0.45,-0.09,-33.33,0.16,55.17
Vaevictis Asmadi,bchr,89,,,,,,,,
Flensermite,mbs,41,0.23,1.14,0.25,1.53,0.02,8.70,0.39,34.21
Triskelion,plst,M11-218,,0.49,,0.27,,,-0.22,-44.90
Rite of the Raging Storm,ncc,274,1.56,,0.47,,-1.09,-69.87,,
Lonely Sandbar,sld,2161,,,,,,,,
"Gorion, Wise Mentor",clb,276,0.14,0.14,0.09,0.21,-0.05,-35.71,0.07,50.00
Wolf,tvow,11,,,,,,,,
Gate Smasher,dtk,239,0.16,0.06,0.10,0.18,-0.06,-37.50,0.12,200.00
"Balamb Garden, SeeD Academy // Balamb Garden, Airborne",fin,272,0.32,0.67,0.33,0.73,0.01,3.13,0.06,8.96
Island,fbb,297,4.40,,,,,,,
Kemba's Outfitter,yone,2,,,,,,,,
World Breaker,ogw,126,0.87,7.41,1.20,7.50,0.33,37.93,0.09,1.21
Rogue Kavu,9ed,213★,,0.21,,,,,,
Ornery Tumblewagg,otj,171,0.35,0.37,0.30,0.38,-0.05,-14.29,0.01,2.70
Harbinger of the Seas,mh3,63,2.26,2.65,3.69,4.60,1.43,63.27,1.95,73.58
Mad Auntie,mma,90,0.56,0.84,1.07,1.23,0.51,91.07,0.39,46.43
Coral Eel,9ed,S3,0.16,,0.58,,0.42,262.50,,
Midnight Clock,m3c,189,0.35,,0.25,0.82,-0.10,-28.57,,
Invasion of Tolvada // The Broken Sky,mom,241,0.20,0.38,0.21,0.53,0.01,5.00,0.15,39.47
The Great Juggernaut,unk,RR04b,,,,,,,,
Lurking Nightstalker,p02,77,0.23,,0.30,,0.07,30.43,,
Spark Spray,vma,188,,,,,,,,
Remand,ddm,26,0.31,,0.55,,0.24,77.42,,
Eumidian Hatchery,eoc,40,0.84,,2.46,,1.62,192.86,,
"Lazav, Familiar Stranger",otj,216,0.10,0.22,0.13,0.20,0.03,30.00,-0.02,-9.09
Plains,cma,292,0.25,,0.14,,-0.11,-44.00,,
Plains,brb,128,0.87,,1.59,,0.72,82.76,,
"Edric, Spymaster of Trest",cns,187,1.82,8.38,0.93,5.36,-0.89,-48.90,-3.02,-36.04
Clearwater Pathway // Clearwater Pathway,aznr,25,,,,,,,,
Crossbow Infantry,9ed,12★,,1.05,,,,,,
Bubbling Beebles,uds,29,0.14,7.28,0.08,3.73,-0.06,-42.86,-3.55,-48.76
Second Breakfast,ltr,29,0.12,0.16,0.08,0.09,-0.04,-33.33,-0.07,-43.75
"Ulasht, the Hate Seed",2x2,289,0.18,0.31,0.19,0.51,0.01,5.56,0.20,64.52
Unholy Strength,7ed,168,0.10,,0.15,,0.05,50.00,,
Forest,wc02,rl349,1.99,,,,,,,
Consecrate // Consume,rna,224,0.12,0.15,0.10,0.55,-0.02,-16.67,0.40,266.67
Thornwood Falls,ema,246,0.09,0.32,0.08,0.27,-0.01,-11.11,-0.05,-15.62
Goblin Bowling Team,ugl,44,0.33,,0.18,,-0.15,-45.45,,
Improvised Arsenal,tmt,92,1.08,2.08,0.51,0.62,-0.57,-52.78,-1.46,-70.19
Elvish Aberration,pal03,7,,1.83,,0.76,,,-1.07,-58.47
"Farid, Enterprising Salvager",brc,13,0.26,,0.23,,-0.03,-11.54,,
Wings of Aesthir,me2,199,,,,,,,,
Mwonvuli Beast Tracker,m13,177,0.22,1.19,0.22,0.86,0.00,0.00,-0.33,-27.73
Return to Dust,khc,32,0.14,,0.17,,0.03,21.43,,
Emberheart Challenger,blb,133,1.32,2.67,2.44,3.50,1.12,84.85,0.83,31.09
Royal Assassin,dmr,310,0.56,0.88,0.49,1.02,-0.07,-12.50,0.14,15.91
Shock,aer,98,0.06,0.18,0.06,0.81,0.00,0.00,0.63,350.00
Eldrazi Temple,sld,1154,48.40,46.12,44.21,66.42,-4.19,-8.66,20.30,44.02
Voyager Glidecar,pdft,36p,0.50,,0.10,0.30,-0.40,-80.00,,
Walk the Plank,xln,130,0.15,0.51,0.12,0.28,-0.03,-20.00,-0.23,-45.10
Sphinx's Revelation,mm3,187,1.23,1.52,1.09,0.89,-0.14,-11.38,-0.63,-41.45
Mise,unh,38,0.24,6.00,0.17,1.68,-0.07,-29.17,-4.32,-72.00
Kor Entanglers,bfz,36,0.11,0.48,0.09,0.25,-0.02,-18.18,-0.23,-47.92
Tail Swipe,j25,721,0.32,,0.27,,-0.05,-15.62,,
Briarbridge Patrol,sir,187,,,,,,,,
The Restoration of Eiganjo // Architect of Restoration,prm,97897,,,,,,,,
Spread the Sickness,mm2,98,0.14,0.47,0.17,0.32,0.03,21.43,-0.15,-31.91
"Izoni, Thousand-Eyed",gk1,50,,0.79,,1.18,,,0.39,49.37
Oracle of the Alpha,ydmu,4,,,,,,,,
"Alesha, Who Laughs at Fate",fdn,476,3.05,3.32,2.33,3.11,-0.72,-23.61,-0.21,-6.33
Duelist's Heritage,c16,1,1.83,,1.45,,-0.38,-20.77,,
"Lazav, Dimir Mastermind",znc,92,0.62,,0.52,,-0.10,-16.13,,
Celestial Kirin,sok,3,0.66,12.84,0.51,6.65,-0.15,-22.73,-6.19,-48.21
Courage in Crisis,plst,WAR-158,0.18,,,,,,,
Green Sun's Twilight,pone,169p,0.27,0.39,0.15,0.43,-0.12,-44.44,0.04,10.26
Talisman of Curiosity,m3c,309,0.39,,0.31,2.54,-0.08,-20.51,,
"Snapdax, Apex of the Hunt",piko,209p,0.69,0.76,1.25,2.12,0.56,81.16,1.36,178.95
Ornithopter,5ed,393,0.58,,0.38,,-0.20,-34.48,,
"Kamahl, Pit Fighter",p15a,2,,0.89,,1.23,,,0.34,38.20
Saheeli's Directive,pz2,70675,,,,,,,,
"Armaggon, Future Shark",tmt,264,2.11,3.24,1.50,2.27,-0.61,-28.91,-0.97,-29.94
Festering Goblin,9ed,130,0.10,,0.11,,0.01,10.00,,
Reality Smasher,sld,1153,10.29,9.59,6.21,8.10,-4.08,-39.65,-1.49,-15.54
"Growing Rites of Itlimoc // Itlimoc, Cradle of the Sun",lci,188,6.87,6.86,4.23,4.95,-2.64,-38.43,-1.91,-27.84
Orzhov Advokist,c16,3,0.20,,0.22,,0.02,10.00,,
Initiate's Companion,akh,174,0.08,0.38,0.10,0.26,0.02,25.00,-0.12,-31.58
